utt_id,display_name,ref,hyp,hyp_tagged,wer_%,wwer_%,nea_recall_%,nea_precision_%,nea_f1_%,missed_entities
iRtsRJhrD5Y_8__dd680175_00_000000_000233,iRtsRJhrD5Y_8__dd680175,i looked and i saw i was wrong i was lied to just as everyone else,learned and i just thought i was wrong i was lied to just like everyone else but,learned:ins and:rep i:rep just:rep thought:ins i:ok was:ok wrong:ok i:ok was:ok lied:ok to:ok just:ok like:ins everyone:ok else:ok but:ins,37.5,36.4,66.7,66.7,66.7,"looked, saw"
jLBAUGvLuq8_0__fdcd8f16_00_000000_000183,jLBAUGvLuq8_0__fdcd8f16,look at this here's two dollars and a self addressed stamped envelope first things first the bender,look at this there are two arrows instead of intersecting at the same time they're parallel to each other,look:ok at:ok this:ok there:ins are:ins two:rep arrows:ins instead:ins of:ins intersecting:ins at:rep the:rep same:ins time:ins they're:ins parallel:ins to:ins each:ins other:ins,88.2,74.3,50.0,100.0,66.7,dollars
kml5T4asOwQ_0__4192b704_00_000000_000106,kml5T4asOwQ_0__4192b704,and just scrolling down they have an option right here for fighting flights and more you can just turn,just google it down and they have an app right here for finding flights and more you can just do,just:rep google:ins it:ins down:ok and:rep they:rep have:rep an:rep app:ins right:rep here:rep for:rep finding:ins flights:rep and:rep more:rep you:rep can:rep just:rep do:ins,36.8,63.3,60.0,60.0,60.0,"fighting, option, scrolling, turn"
ktMebjnZiSE_3__ebdf1351_00_000000_000359,ktMebjnZiSE_3__ebdf1351 - Part 1,said that they realize now that consumers want a bigger smartphone when in the past they said that apple's not going to do a bigger smartphone well now it looks like they are so if those rumors are correct and apple actually is going to make two different sized versions of the iphone,that they realize now that consumers will not upgrade their smartphone but in the past they've said that apple's not going to upgrade your smartphone well now it looks like they are so if those assumptions are incorrect apple actually is going to make two different versions of the iphone 6s,that:rep they:rep realize:rep now:rep that:rep consumers:rep will:ins not:rep upgrade:ins their:ins smartphone:ok but:ins in:ok the:ok past:ok they've:ins said:ok that:ok apple's:ok not:ok going:ok to:ok upgrade:ins your:ins smartphone:rep well:rep now:rep it:rep looks:rep like:rep they:rep are:rep so:rep if:rep those:rep assumptions:ins are:rep incorrect:ins apple:rep actually:rep is:rep going:rep to:rep make:rep two:rep different:rep versions:rep of:rep the:rep iphone:rep 6s:ins,28.3,32.2,100.0,66.7,80.0,
ktMebjnZiSE_3__ebdf1351_01_000299_000404,ktMebjnZiSE_3__ebdf1351 - Part 2,is going to make two different sized versions of the iphone 6 either remember to resolution,i had two different surgeries off the aortic valve i had open heart surgery,i:ins had:ins two:rep different:rep surgeries:ins off:ins the:rep aortic:ins valve:ins i:ins had:ins open:ins heart:ins surgery:ins,87.5,76.7,50.0,100.0,66.7,6
l2Pykr8Fgw4_0__b212be6c_00_000000_000118,l2Pykr8Fgw4_0__b212be6c,that the material we're using has the right rate and level of absorption,material you were using has the right weight and everything,material:rep you:ins were:ins using:rep has:rep the:rep right:rep weight:ins and:rep everything:ins,61.5,52.4,57.1,80.0,66.7,"absorption, level, rate"
lOuEis9L8os_1__e563fbd2_00_000000_000344,lOuEis9L8os_1__e563fbd2,her brother and they're kinda half brothers and sisters and his dad didn't do anything about it and so absalom wants to avenge tamar's rape and maybe among other things,her brother and then her half brother and sisters and they get attacked and do anything about it and so hops are brought to a rage tamer's rape maybe among other,her:ok brother:ok and:ok then:ins her:rep half:ok brother:rep and:ok sisters:ok and:ok they:ins get:ins attacked:ins and:rep do:rep anything:rep about:rep it:rep and:rep so:rep hops:ins are:ins brought:ins to:rep a:ins rage:ins tamer's:ins rape:rep maybe:rep among:rep other:rep,50.0,50.9,0.0,100.0,0.0,"absalom, tamar"
lSogkLa9OaA_11__82e9c9c2_00_000000_000101,lSogkLa9OaA_11__82e9c9c2,we're angry we're happy we're sad we're mad we're delightful we're joyous,angry we are happy we are sad we are mad we are in love and we are joyous,angry:rep we:ins are:ins happy:ok we:ins are:ins sad:rep we:ins are:ins mad:rep we:ins are:ins in:ins love:ins and:ins we:ins are:ins joyous:rep,116.7,37.5,83.3,83.3,83.3,delightful
loMWvXEVDaI_0__0be15686_00_000000_000168,loMWvXEVDaI_0__0be15686,it includes almost everything we saw in the dslr kit but adds a couple of items for run and gun style booming,lose almost everything we saw and did as a learning but as a couple of items were running and style booming,lose:ins almost:rep everything:rep we:rep saw:rep and:rep did:ins as:ins a:rep learning:ins but:ok as:ins a:ok couple:ok of:ok items:ok were:ins running:ins and:ok style:rep booming:rep,50.0,47.1,50.0,60.0,54.5,"adds, dslr, gun, includes, kit, run"
loebelfG9T4_10__76adce28_00_000000_000180,loebelfG9T4_10__76adce28 - Part 1,make yourself at home make yourself at home si ntase como en casa so repeat,may your self i still home may you self at home take a deep breath make your,may:ins your:ins self:ins i:ins still:ins home:rep may:ins you:ins self:ins at:rep home:rep take:ins a:ins deep:ins breath:ins make:rep your:ins,100.0,108.3,0.0,100.0,0.0,"casa, como, en, ntase, si"
loebelfG9T4_10__76adce28_01_000150_000212,loebelfG9T4_10__76adce28 - Part 2,so repeat make yourself at home,so repeat make yourself at home,so:ok repeat:ok make:ok yourself:ok at:ok home:ok,0.0,0.0,100.0,100.0,100.0,
ly6KVdbhT7w_0__896e0d2a_00_000000_000140,ly6KVdbhT7w_0__896e0d2a,phone where it actually works i think it's a problem with this phone i honestly don't know,where it actually works i think it's appropriate to throw caution to the wind,where:rep it:rep actually:rep works:rep i:rep think:rep it's:rep appropriate:ins to:ins throw:ins caution:ins to:ins the:ins wind:ins,58.8,66.7,42.9,42.9,42.9,"honestly, know, phone, problem"
msf0MSoEric_0__bda0c153_00_000000_000140,msf0MSoEric_0__bda0c153,i think it was about four or five days ago they said they're going to get rid of their dly,i think it was about four or five days ago they said they're going to get rid of their yearly now,i:ok think:ok it:ok was:ok about:ok four:ok or:ok five:ok days:ok ago:ok they:ok said:ok they're:ok going:ok to:ok get:ok rid:ok of:ok their:ok yearly:ins now:ins,10.0,11.4,100.0,66.7,80.0,
n7sVkiRL-14_0__5f0017b2_00_000000_000091,n7sVkiRL-14_0__5f0017b2,fingerprint scanner they put in the home button of the newly redesigned,months later and they put the home button of the new iphone 6s and i,months:ins later:ins and:ins they:rep put:rep the:ok home:ok button:ok of:ok the:ok new:ins iphone:ins 6s:ins and:ins i:ins,75.0,47.4,42.9,37.5,40.0,"fingerprint, newly, redesigned, scanner"
nTxcgczNaQQ_11__abf12e2f_00_000000_000096,nTxcgczNaQQ_11__abf12e2f,finally we beg for traveling mercies as we return home to,we pay for traveling merchants as we return their homes to,we:rep pay:ins for:rep traveling:rep merchants:ins as:rep we:rep return:rep their:ins homes:ins to:ok,45.5,47.1,33.3,40.0,36.4,"beg, finally, home, mercies"
oNqGdEQMb-M_0__63f6518b_00_000000_000347,oNqGdEQMb-M_0__63f6518b,from people's stem cells that they would not reject over time and we were very near to a cure for things like aids,from people's stem cells that they would not reject over time and we were very eager to cure for things like aids why is it,from:ok people's:ok stem:ok cells:ok that:ok they:ok would:ok not:ok reject:ok over:ok time:ok and:ok we:ok were:ok very:ok eager:ins to:ok cure:rep for:rep things:rep like:rep aids:rep why:ins is:ins it:ins,21.7,35.3,90.0,90.0,90.0,near
oQAEDKVgeIw_3__4de2a6e4_00_000000_000242,oQAEDKVgeIw_3__4de2a6e4,something that ken talks about specifically something i wanted to bring up when we were talking about vipassana and something that i wanted to you know,that he talked about that he talks about specifically something that he wrote about i want to talk about from his talk it's something that i wanted to learn,that:rep he:ins talked:ins about:rep that:rep he:ins talks:rep about:rep specifically:rep something:rep that:rep he:ins wrote:ins about:rep i:rep want:ins to:rep talk:ins about:rep from:ins his:ins talk:ins it's:ins something:rep that:rep i:rep wanted:rep to:rep learn:ins,76.9,79.5,0.0,100.0,0.0,"ken, vipassana"
oQEVi0gxmoE_16__3949b7ce_00_000000_000209,oQEVi0gxmoE_16__3949b7ce,dollars of damages americans want football they love football they want to go protest on their own time no one cares,years of taekwondo is american kids want football they love football they want to go protest in the streets,years:ins of:ok taekwondo:ins is:ins american:ins kids:ins want:rep football:rep they:rep love:rep football:rep they:rep want:rep to:rep go:rep protest:rep in:ins the:ins streets:ins,57.1,51.4,0.0,0.0,0.0,americans
pOeJSxbFyto_7__ede5f642_00_000000_000360,pOeJSxbFyto_7__ede5f642 - Part 1,fully hooked in localhost now shows and i only have one site available if this were a real website i obviously would not be seeing localhosts i'd be seeing the url much like we see right here but you get the idea,you know what i'm talking about no you don't you're too young you only have one side of you you have a role in a web series you haven't even gotten your driver's license you can't possibly understand the world as much as i do but that's an idea,you:rep know:ins what:ins i'm:ins talking:ins about:ins no:ins you:rep don't:ins you're:ins too:ins young:ins you:rep only:rep have:rep one:rep side:ins of:ins you:rep you:rep have:rep a:rep role:ins in:rep a:rep web:ins series:ins you:rep haven't:ins even:ins gotten:ins your:ins driver's:ins license:ins you:rep can't:ins possibly:ins understand:ins the:rep world:ins as:ins much:rep as:ins i:rep do:ins but:rep that's:ins an:ins idea:rep,104.8,80.6,100.0,100.0,100.0,
pOeJSxbFyto_7__ede5f642_01_000300_000364,pOeJSxbFyto_7__ede5f642 - Part 2,get the idea,classmates and,classmates:ins and:ins,100.0,100.0,0.0,0.0,0.0,"get, idea"
qHImZGBRto8_5__fa62c87d_00_000000_000166,qHImZGBRto8_5__fa62c87d,point being is if we had like if my k 52s started doing that i there's something's wrong it's going back to,beings if we had like my kfv2 i started doing that and something's wrong it's holding me back into,beings:ins if:rep we:rep had:rep like:rep my:rep kfv2:ins i:rep started:rep doing:rep that:rep and:ins something's:rep wrong:rep it's:rep holding:ins me:ins back:rep into:ins,50.0,58.3,45.5,62.5,52.6,"'s, 52s, being, going, k, point"
qMH2BDkT7Gg_0__d77b1054_00_000000_000204,qMH2BDkT7Gg_0__d77b1054,the comments or not all the links will be in the description for the channels and then you could check for the songs if they publish it this,element on the entire list will be an ingredient list for each channel and then you can check for errors before publishing it,element:ins on:ins the:rep entire:ins list:ins will:rep be:rep an:ins ingredient:ins list:ins for:rep each:ins channel:ins and:rep then:rep you:rep can:ins check:rep for:rep errors:ins before:ins publishing:ins it:rep,67.9,77.8,25.0,22.2,23.5,"channels, comments, description, links, publish, songs"
sX3tgFjdSR8_0__6de380c7_00_000000_000118,sX3tgFjdSR8_0__6de380c7,you guys send in some really good stories so we are about to read them,and i think that's,and:ins i:ins think:ins that's:ins,100.0,100.0,0.0,0.0,0.0,"about, good, guys, in, read, really, send, stories"
sqV3pL5x8PI_0__7213a178_00_000000_000187,sqV3pL5x8PI_0__7213a178,a function can have multiple definitions associated with the value that's given to it,any function can have multiple definitions such as when the key value that's given to us,any:ins function:ok can:ok have:ok multiple:ok definitions:ok such:ins as:ins when:ins the:rep key:ins value:rep that's:rep given:rep to:rep us:ins,42.9,40.9,85.7,75.0,80.0,associated
t4idjGg8fpQ_8__c564d175_00_000000_000359,t4idjGg8fpQ_8__c564d175 - Part 1,these out of course club members you get the club discount regular price is only 12 88 and our club members only pay 10 95 if you're not a club member make sure you check out our website because we have tons of reasons why you should be a club member thanks so much,down of course club members do get the club discount regular prices are only 12 88 airline club members can save up to 95 if you're not a club member make sure you check out our website because we have tons of reasons why you should be club member thanks so much,down:ins of:rep course:rep club:rep members:rep do:ins get:rep the:rep club:rep discount:rep regular:rep prices:ins are:ins only:rep 12:rep 88:rep airline:ins club:rep members:rep can:ins save:ins up:ins to:ins 95:rep if:rep you're:rep not:rep a:rep club:rep member:rep make:rep sure:rep you:rep check:rep out:rep our:rep website:rep because:rep we:rep have:rep tons:rep of:rep reasons:rep why:rep you:rep should:rep be:rep club:rep member:rep thanks:rep so:rep much:rep,22.2,19.8,60.0,100.0,75.0,"10, only"
t4idjGg8fpQ_8__c564d175_01_000299_000428,t4idjGg8fpQ_8__c564d175 - Part 2,reasons why you should be a club member thanks so much and i'll see you again soon bye bye,it's why you should be a cheerleader thanks so much guys,it's:ins why:ok you:ok should:ok be:ok a:ok cheerleader:ins thanks:rep so:rep much:rep guys:ins,57.9,62.1,33.3,60.0,42.9,"again, club, member, reasons, see, soon"
tLFZomqlXIk_0__af0836dd_00_000000_000120,tLFZomqlXIk_0__af0836dd,what's in my dock version 1 so here,to come once he made the contact he won so he,to:ins come:ins once:ins he:ins made:ins the:ins contact:ins he:ins won:ins so:rep he:ins,125.0,87.5,0.0,100.0,0.0,1
u42-Tk1ZTQo_4__30f83df3_00_000000_000091,u42-Tk1ZTQo_4__30f83df3,and i'll tell you in just a second if they are,and then i'll take you just a second of the year so,and:ok then:ins i'll:rep take:ins you:rep just:ok a:ok second:ok of:ins the:ins year:ins so:ins,63.6,53.3,66.7,33.3,44.4,tell
u6aLP61t8Lg_1__cd4aa217_00_000000_000138,u6aLP61t8Lg_1__cd4aa217,even to the extent of one's personal survival,just gives you a sense of what it's like to push your survival to the,just:ins gives:ins you:ins a:ins sense:ins of:rep what:ins it's:ins like:ins to:rep push:ins your:ins survival:rep to:rep the:rep,162.5,87.5,0.0,100.0,0.0,one
uYgQClEfYuI_0__fea45a8f_00_000000_000090,uYgQClEfYuI_0__fea45a8f,yes they can perform very complex computations very fast,when i was 10 years old,when:ins i:ins was:ins 10:ins years:ins old:ins,100.0,100.0,0.0,0.0,0.0,"complex, computations, fast, perform, very"
uewO8zLmtpw_3__6231be93_00_000000_000081,uewO8zLmtpw_3__6231be93,personal belongings from me and put me in jail,who agree with me and probably the,who:ins agree:ins with:ins me:ok and:ok probably:ins the:ins,77.8,84.6,0.0,0.0,0.0,"belongings, jail, personal, put"
vBBKM8WRtno_2__df85cbfd_00_000000_000112,vBBKM8WRtno_2__df85cbfd,that is something special and unique to summertech,that is something special and unique to summer,that:ok is:ok something:ok special:ok and:ok unique:ok to:ok summer:ins,12.5,30.8,0.0,100.0,0.0,summertech
wATYm2rYLeg_0__1aa62ea2_00_000000_000104,wATYm2rYLeg_0__1aa62ea2,use all those controls for any one system you use them,i was just looking for relief where can i get some relief from this pain,i:ins was:ins just:ins looking:ins for:ok relief:ins where:ins can:ins i:ins get:ins some:ins relief:ins from:ins this:ins pain:ins,127.3,94.4,0.0,100.0,0.0,one
wex-7n593cI_4__34fa8b79_00_000000_000222,wex-7n593cI_4__34fa8b79,and that's really how we become unique and one of my friends chris ewen explained to me that a friendship is built based on two people,and that's really how we become a community and one of my friends on instagram explained to me that a friendship is based not just on people,and:ok that's:ok really:ok how:ok we:ok become:ok a:rep community:ins and:rep one:rep of:rep my:rep friends:rep on:rep instagram:ins explained:rep to:rep me:rep that:rep a:rep friendship:rep is:rep based:ok not:ins just:ins on:rep people:rep,30.8,45.8,25.0,50.0,33.3,"chris, ewen, two"
yHzKcA1NfmA_3__093e2c62_00_000000_000073,yHzKcA1NfmA_3__093e2c62,and like the guys that help us out you know with,the guys that can help us out will think,the:rep guys:rep that:rep can:ins help:rep us:rep out:rep will:ins think:ins,54.5,57.1,66.7,66.7,66.7,know
zXv8Errpg5U_0__a511ddb9_00_000000_000243,zXv8Errpg5U_0__a511ddb9,one of the complications of this disruption of breathing is that you get lower oxygen levels in your healthy tissues this is known as hypoxia,complications of this disruption one is that you get lower arterial tensions in your healthy tissues this is always high blood pressure and,complications:rep of:ok this:rep disruption:rep one:rep is:rep that:rep you:rep get:rep lower:rep arterial:ins tensions:ins in:rep your:rep healthy:rep tissues:rep this:rep is:rep always:ins high:ins blood:ins pressure:ins and:ins,48.0,46.2,100.0,100.0,100.0,
zmwgmt7wcv8_21__3cafc18a_00_000000_000087,zmwgmt7wcv8_21__3cafc18a,watching the way words develop and change does suggest that wittgenstein was on to something,the way words develop and change suggests that philistine was on to something,the:rep way:rep words:rep develop:rep and:rep change:rep suggests:ins that:rep philistine:ins was:rep on:rep to:rep something:rep,26.7,37.5,0.0,100.0,0.0,wittgenstein
