utt_id,method,ref,hyp,conf,wer_%,is_score,is_tier,verdict,preserved,lost,verdict_raw,source
77nFaP39T60_0__b18ae076_00_000000_000264,hyp_vote_score,so we have to ask ourselves well why would he do it well on the one hand he felt that he knew best how to choreograph for carlotta,so we have to ask ourselves well why would we do it well on one hand he felt the clinical mess the chaos of the emergency room,0.71,39.3,3.45,4,P,struct+sem,key,P:struct+sem/-key,judged
77nFaP39T60_0__b18ae076_00_000000_000264,hyp_vote_conf,so we have to ask ourselves well why would he do it well on the one hand he felt that he knew best how to choreograph for carlotta,so we have to ask ourselves well why would we do it well on one hand he felt the clinical mess the anatomy of the room,0.722,39.3,3.45,4,P,key+struct,detail,P:key+struct/-detail,judged
79gFL4uPRQk_2__65993173_00_000000_000134,baseline,that doesn't that's lost or doesn't understand it or is trying to figure something out,that gets lost or dismissed or trying to figure something out,0.6819765682924878,40.0,3.43,4,P,key,detail,P:key/-detail,judged
79gFL4uPRQk_2__65993173_00_000000_000134,hyp_mbr,that doesn't that's lost or doesn't understand it or is trying to figure something out,that gets lost or dismissed or trying to figure something out,0.658,40.0,3.43,4,P,key+sem,detail,P:key+sem/-detail,judged
79gFL4uPRQk_2__65993173_00_000000_000134,hyp_vote_score,that doesn't that's lost or doesn't understand it or is trying to figure something out,that gets lost or disoriented or trying to figure something out,0.667,40.0,3.43,4,P,key,detail,P:key/-detail,judged
79gFL4uPRQk_2__65993173_00_000000_000134,hyp_vote_conf,that doesn't that's lost or doesn't understand it or is trying to figure something out,that gets lost or disoriented or trying to figure something out,0.671,40.0,3.43,4,Y,,,Y,judged
7BGFUCm-14I_11__53b28c07_00_000000_000075,baseline,note that the modified system is,so our decentralized flight system main,0.4771502024183671,83.3,2.05,3,N,,,N,judged
7BGFUCm-14I_11__53b28c07_00_000000_000075,hyp_mbr,note that the modified system is,so our decentralized flight system can,0.499,83.3,2.05,3,P,struct,key,P:struct/-key,judged
7BGFUCm-14I_11__53b28c07_00_000000_000075,hyp_vote_score,note that the modified system is,so our decentralized flight system can,0.561,83.3,2.05,3,N,,,N,judged
7BGFUCm-14I_11__53b28c07_00_000000_000075,hyp_vote_conf,note that the modified system is,so our of flight system can,0.563,83.3,2.05,3,P,struct,key,P:struct/-key,judged
7HdcEQGQZDU_2__e1632291_00_000000_000133,baseline,to mr benjamin delpy in the front row,so that's what i want to talk about today i'm going to spend most of my time talking about,0.5440771954232141,225.0,0.35,1,N,,,N,judged
7HdcEQGQZDU_2__e1632291_00_000000_000133,hyp_mbr,to mr benjamin delpy in the front row,so that's what i want to talk about today i'm going to spend most of my time talking about,0.538,225.0,0.35,1,N,,,N,judged
7HdcEQGQZDU_2__e1632291_00_000000_000133,hyp_vote_score,to mr benjamin delpy in the front row,so that's what i want to talk about today i'm going to spend most of my time talking about,0.542,225.0,0.35,1,N,,,N,judged
7HdcEQGQZDU_2__e1632291_00_000000_000133,hyp_vote_conf,to mr benjamin delpy in the front row,that's what i want to talk about today i'm going to most of my time talking about,0.529,200.0,0.35,1,N,,,N,judged
7NfyUVeE2jg_8__7e6aa48a_00_000000_000166,baseline,i could not believe i'm like i didn't have some of those conversations as in a,i could not believe i mean i did have some of those conversations as,0.8682941922119686,31.2,4.15,5,P,key+struct,detail,P:key+struct/-detail,judged
7NfyUVeE2jg_8__7e6aa48a_00_000000_000166,hyp_mbr,i could not believe i'm like i didn't have some of those conversations as in a,i could not believe i mean i did have some of those conversations as,0.741,31.2,4.15,5,P,key+sem,detail,P:key+sem/-detail,judged
7NfyUVeE2jg_8__7e6aa48a_00_000000_000166,hyp_vote_score,i could not believe i'm like i didn't have some of those conversations as in a,i could not believe i mean i did have some of those conversations as,0.662,31.2,4.15,5,P,key+struct,detail,P:key+struct/-detail,judged
7NfyUVeE2jg_8__7e6aa48a_00_000000_000166,hyp_vote_conf,i could not believe i'm like i didn't have some of those conversations as in a,i could not believe i mean i did have some of those conversations as,0.668,31.2,4.15,5,Y,,,Y,judged
7O6nfosaVa4_0__1258e6e9_00_000000_000084,baseline,it's going to pick up a component exactly in the sensor,going to be a bit brown on the outside but inside it's,0.4811011341710885,90.9,1.47,2,N,,,N,judged
7O6nfosaVa4_0__1258e6e9_00_000000_000084,hyp_mbr,it's going to pick up a component exactly in the sensor,going to be a bit brown on the outside but inside it's,0.492,90.9,1.47,2,N,,,N,judged
7O6nfosaVa4_0__1258e6e9_00_000000_000084,hyp_vote_score,it's going to pick up a component exactly in the sensor,going to be a bit brown on the outside but inside it's,0.512,90.9,1.47,2,N,,,N,judged
7O6nfosaVa4_0__1258e6e9_00_000000_000084,hyp_vote_conf,it's going to pick up a component exactly in the sensor,going to be a up brown that the outside a inside it's,0.518,90.9,1.47,2,N,,,N,judged
7SD8pR2IG1I_0__50f9aca8_00_000000_000090,baseline,don't just open the door knock first,years ago when i was,0.41311996802687645,100.0,0.74,1,N,,,N,judged
7SD8pR2IG1I_0__50f9aca8_00_000000_000090,hyp_mbr,don't just open the door knock first,years ago when i was,0.429,100.0,0.74,1,N,,,N,judged
7SD8pR2IG1I_0__50f9aca8_00_000000_000090,hyp_vote_score,don't just open the door knock first,years ago when i was,0.557,100.0,0.74,1,N,,,N,judged
7SD8pR2IG1I_0__50f9aca8_00_000000_000090,hyp_vote_conf,don't just open the door knock first,years ago when i was,0.554,100.0,0.74,1,N,,,N,judged
7Z9zuUrYCsU_1__b843af11_00_000000_000090,baseline,very important,policies that keep us out of the,0.44657297858170103,350.0,0.16,1,N,,,N,judged
7Z9zuUrYCsU_1__b843af11_00_000000_000090,hyp_mbr,very important,policies that keep us out of the,0.476,350.0,0.16,1,N,,,N,judged
7Z9zuUrYCsU_1__b843af11_00_000000_000090,hyp_vote_score,very important,policies that keep us out of the,0.555,350.0,0.16,1,N,,,N,judged
7Z9zuUrYCsU_1__b843af11_00_000000_000090,hyp_vote_conf,very important,policies that keep us out of the,0.554,350.0,0.16,1,N,,,N,judged
7cM7nCopcj4_21__45ab1785_00_000000_000114,baseline,by percentage or the raw score you put in the,i have one last thing that i want to share with you,0.49048012184600037,120.0,0.8,1,N,,,N,judged
7cM7nCopcj4_21__45ab1785_00_000000_000114,hyp_mbr,by percentage or the raw score you put in the,i have one last thing that i want to share with you,0.499,120.0,0.8,1,N,,,N,judged
7cM7nCopcj4_21__45ab1785_00_000000_000114,hyp_vote_score,by percentage or the raw score you put in the,i have one last thing that i like to share with you,0.617,120.0,0.8,1,N,,,N,judged
7cM7nCopcj4_21__45ab1785_00_000000_000114,hyp_vote_conf,by percentage or the raw score you put in the,i have one last thing i like to share with you,0.631,110.0,0.8,1,N,,,N,judged
7dVLuIz-TFI_0__0486c4b1_00_000000_000208,baseline,bitchy means bitchy means arrrr don't talk to me don't look at me what are you looking at arrrr,to me punch me in the nose go talk to me go look at me what are you looking at,0.7596665265038609,52.6,2.52,3,P,struct+sem,key,P:struct+sem/-key,judged
7dVLuIz-TFI_0__0486c4b1_00_000000_000208,hyp_mbr,bitchy means bitchy means arrrr don't talk to me don't look at me what are you looking at arrrr,to me punch me in the nose go talk to me go look at me what are you looking at,0.69,52.6,2.52,3,P,struct,key,P:struct/-key,judged
7dVLuIz-TFI_0__0486c4b1_00_000000_000208,hyp_vote_score,bitchy means bitchy means arrrr don't talk to me don't look at me what are you looking at arrrr,to me punch me in the ha go talk to me go look at me what are you looking at,0.672,52.6,2.52,3,Y,,,Y,judged
7dVLuIz-TFI_0__0486c4b1_00_000000_000208,hyp_vote_conf,bitchy means bitchy means arrrr don't talk to me don't look at me what are you looking at arrrr,to me me in the ha go talk to me go look at me what are you looking at,0.683,47.4,2.52,3,P,key+sem,detail,P:key+sem/-detail,judged
7kh58Uecztk_6__a5345f81_00_000000_000107,baseline,now this is another favorite actually of mine,this is another favorite actually of mine,0.9252484611102513,12.5,4.65,5,Y,,,Y,judged
7kh58Uecztk_6__a5345f81_00_000000_000107,hyp_mbr,now this is another favorite actually of mine,this is another favorite actually of mine,0.787,12.5,4.65,5,Y,,,Y,judged
7kh58Uecztk_6__a5345f81_00_000000_000107,hyp_vote_score,now this is another favorite actually of mine,this is another favorite actually of mine,0.619,12.5,4.65,5,Y,,,Y,judged
7kh58Uecztk_6__a5345f81_00_000000_000107,hyp_vote_conf,now this is another favorite actually of mine,this is another favorite actually of mine,0.65,12.5,4.65,5,Y,,,Y,judged
7q0lKVKk8cQ_9__044a2468_00_000000_000148,baseline,supplier it would be i think very difficult for that individual,it would be i think very difficult for that individual,0.8304310828447342,9.1,4.21,5,Y,,,Y,judged
7q0lKVKk8cQ_9__044a2468_00_000000_000148,hyp_mbr,supplier it would be i think very difficult for that individual,it would be i think very difficult for that individual,0.74,9.1,4.21,5,Y,,,Y,judged
7q0lKVKk8cQ_9__044a2468_00_000000_000148,hyp_vote_score,supplier it would be i think very difficult for that individual,it would be i think very difficult for that individual,0.601,9.1,4.21,5,Y,,,Y,judged
7q0lKVKk8cQ_9__044a2468_00_000000_000148,hyp_vote_conf,supplier it would be i think very difficult for that individual,it would be i think very difficult for that individual,0.602,9.1,4.21,5,P,key+struct,detail,P:key+struct/-detail,judged
7u56FJfAGSQ_22__4d709104_00_000000_000104,baseline,offering attractive prices online payments and shipping to customers,reconstructive prices holding payments and shipping to customers,0.9488560482859612,33.3,3.69,4,P,key+struct,detail,P:key+struct/-detail,judged
7u56FJfAGSQ_22__4d709104_00_000000_000104,hyp_mbr,offering attractive prices online payments and shipping to customers,reconstructive prices holding payments and shipping to customers,0.808,33.3,3.69,4,P,key+sem,detail,P:key+sem/-detail,judged
7u56FJfAGSQ_22__4d709104_00_000000_000104,hyp_vote_score,offering attractive prices online payments and shipping to customers,reconstructive prices holding payments and shipping to customers,0.613,33.3,3.69,4,P,key,detail,P:key/-detail,judged
7u56FJfAGSQ_22__4d709104_00_000000_000104,hyp_vote_conf,offering attractive prices online payments and shipping to customers,reconstructive prices holding payments and shipping to customers,0.655,33.3,3.69,4,P,key+struct,detail,P:key+struct/-detail,judged
7vNNUXU0JIo_7__eeb997a0_00_000000_000091,baseline,now what has happened is,what has happened is the,0.7434548258781433,40.0,4.01,5,Y,,,Y,judged
7vNNUXU0JIo_7__eeb997a0_00_000000_000091,hyp_mbr,now what has happened is,what has happened is the,0.678,40.0,4.01,5,Y,,,Y,judged
7vNNUXU0JIo_7__eeb997a0_00_000000_000091,hyp_vote_score,now what has happened is,what has happened is the,0.669,40.0,4.01,5,Y,,,Y,judged
7vNNUXU0JIo_7__eeb997a0_00_000000_000091,hyp_vote_conf,now what has happened is,what has happened is,0.714,20.0,4.01,5,Y,,,Y,judged
7wJTgUCxnKA_1__4c30a26e_00_000000_000076,baseline,just for reference it took facebook,search engines for references and on facebook,0.6157829420907157,83.3,2.31,3,P,key,detail,P:key/-detail,judged
7wJTgUCxnKA_1__4c30a26e_00_000000_000076,hyp_mbr,just for reference it took facebook,search engines for references and on facebook,0.576,83.3,2.31,3,P,key+sem,detail,P:key+sem/-detail,judged
7wJTgUCxnKA_1__4c30a26e_00_000000_000076,hyp_vote_score,just for reference it took facebook,search engines for references and on facebook,0.619,83.3,2.31,3,P,key,detail,P:key/-detail,judged
7wJTgUCxnKA_1__4c30a26e_00_000000_000076,hyp_vote_conf,just for reference it took facebook,search engines for references and on facebook,0.623,83.3,2.31,3,P,key,detail,P:key/-detail,judged
7wXZE1uuJ8o_1__2097c601_00_000000_000109,baseline,us anything it's that exploring for energy has safety risks,right now i'd like to take a moment to reflect and as david foster wallace,0.47225576899945737,150.0,0.56,1,N,,,N,judged
7wXZE1uuJ8o_1__2097c601_00_000000_000109,hyp_mbr,us anything it's that exploring for energy has safety risks,right now i'd like to take a moment to reflect and as david foster,0.474,140.0,0.56,1,N,,,N,judged
7wXZE1uuJ8o_1__2097c601_00_000000_000109,hyp_vote_score,us anything it's that exploring for energy has safety risks,right now i'd like to take a moment to reflect and as david foster wallace,0.622,150.0,0.56,1,N,,,N,judged
7wXZE1uuJ8o_1__2097c601_00_000000_000109,hyp_vote_conf,us anything it's that exploring for energy has safety risks,right now i'd like to take a moment to reflect and and david foster wallace,0.621,150.0,0.56,1,N,,,N,judged
815mr63EsrE_5__410c0712_00_000000_000111,baseline,than tenths and children need to learn this principle,to say this genistein is a bisphenol a,0.37358828354626894,100.0,1.04,2,N,,,N,judged
815mr63EsrE_5__410c0712_00_000000_000111,hyp_mbr,than tenths and children need to learn this principle,to say this genistein is a plant estrogen,0.441,100.0,1.04,2,N,,,N,judged
815mr63EsrE_5__410c0712_00_000000_000111,hyp_vote_score,than tenths and children need to learn this principle,to say this genistein is a plant a,0.532,100.0,1.04,2,N,,,N,judged
815mr63EsrE_5__410c0712_00_000000_000111,hyp_vote_conf,than tenths and children need to learn this principle,to say this genistein is a plant a,0.537,100.0,1.04,2,N,,,N,judged
81Ub0SMxZQo_5__df2f8a22_00_000000_000289,baseline,let's start by asking who's doing well well unfortunately there's no international ranking tables for teacher feedback systems,let's start by asking who's doing well unfortunately there's no international ranking tables for teacher feedback systems,0.903003115864361,5.6,4.83,5,Y,,,Y,judged
81Ub0SMxZQo_5__df2f8a22_00_000000_000289,hyp_mbr,let's start by asking who's doing well well unfortunately there's no international ranking tables for teacher feedback systems,let's start by asking who's doing well unfortunately there's no international ranking tables for teacher feedback systems,0.815,5.6,4.83,5,Y,,,Y,judged
81Ub0SMxZQo_5__df2f8a22_00_000000_000289,hyp_vote_score,let's start by asking who's doing well well unfortunately there's no international ranking tables for teacher feedback systems,let's start by asking who's doing well unfortunately there's no international ranking tables for teacher feedback systems,0.694,5.6,4.83,5,Y,,,Y,judged
81Ub0SMxZQo_5__df2f8a22_00_000000_000289,hyp_vote_conf,let's start by asking who's doing well well unfortunately there's no international ranking tables for teacher feedback systems,let's start by asking who's doing well unfortunately there's no international ranking tables for teacher feedback systems,0.702,5.6,4.83,5,Y,,,Y,judged
81hb08OaVJk_12__a0ca3572_00_000000_000166,baseline,today we will focus on you alright in the future lesson we will talk about hishi,cake we will throw it at each other right in the future lesson we will talk about eating,0.6312512209018072,50.0,2.51,3,P,key+struct,detail,P:key+struct/-detail,judged
81hb08OaVJk_12__a0ca3572_00_000000_000166,hyp_mbr,today we will focus on you alright in the future lesson we will talk about hishi,cake we will throw it at each other right in the future lesson we will talk about eating,0.601,50.0,2.51,3,P,struct+key,detail,P:struct+key/-detail,judged
81hb08OaVJk_12__a0ca3572_00_000000_000166,hyp_vote_score,today we will focus on you alright in the future lesson we will talk about hishi,cake we will throw it at each other right in the future lesson we will talk about eating,0.634,50.0,2.51,3,P,key+struct,detail,P:key+struct/-detail,judged
81hb08OaVJk_12__a0ca3572_00_000000_000166,hyp_vote_conf,today we will focus on you alright in the future lesson we will talk about hishi,day we will all it at each other right in the future lesson we will talk about,0.642,50.0,2.51,3,P,key+struct,detail,P:key+struct/-detail,judged
81xbxD14ibc_18__90fa96a1_00_000000_000251,baseline,into a terrorist threat i mean rolling over talk about rolling over and i'm really glad lin bei fong put the hammer down i was like no we're not doing,,,100.0,0.0,1,N,,,auto-N,auto
81xbxD14ibc_18__90fa96a1_00_000000_000251,hyp_mbr,into a terrorist threat i mean rolling over talk about rolling over and i'm really glad lin bei fong put the hammer down i was like no we're not doing,,,100.0,0.0,1,N,,,auto-N,auto
81xbxD14ibc_18__90fa96a1_00_000000_000251,hyp_vote_score,into a terrorist threat i mean rolling over talk about rolling over and i'm really glad lin bei fong put the hammer down i was like no we're not doing,,,100.0,0.0,1,N,,,auto-N,auto
81xbxD14ibc_18__90fa96a1_00_000000_000251,hyp_vote_conf,into a terrorist threat i mean rolling over talk about rolling over and i'm really glad lin bei fong put the hammer down i was like no we're not doing,,,100.0,0.0,1,N,,,auto-N,auto
83Xkl5kG3YE_16__1c79545e_00_000000_000274,baseline,find an empty space you relax your eyes and you're ready to see the next shoe this helps you to understand what kind of shoes you want to focus on,find an empty space to relax your eyes and to reconnect to this helps you to understand what kind of issues you want to focus on,0.8917031460083448,26.7,3.69,4,P,key+struct,detail,P:key+struct/-detail,judged
83Xkl5kG3YE_16__1c79545e_00_000000_000274,hyp_mbr,find an empty space you relax your eyes and you're ready to see the next shoe this helps you to understand what kind of shoes you want to focus on,find an empty space to relax your eyes and to reconnect to this helps you to understand what kind of issues you want to focus on,0.783,26.7,3.69,4,P,key+sem,detail,P:key+sem/-detail,judged
83Xkl5kG3YE_16__1c79545e_00_000000_000274,hyp_vote_score,find an empty space you relax your eyes and you're ready to see the next shoe this helps you to understand what kind of shoes you want to focus on,find an empty space to relax your eyes and to reconnect to this helps you to understand what kind of issues you want to focus on,0.706,26.7,3.69,4,P,key+struct,detail,P:key+struct/-detail,judged
83Xkl5kG3YE_16__1c79545e_00_000000_000274,hyp_vote_conf,find an empty space you relax your eyes and you're ready to see the next shoe this helps you to understand what kind of shoes you want to focus on,find an empty space to relax your eyes and to reconnect to this helps you to understand what kind of issues you want to focus on,0.708,26.7,3.69,4,P,key+struct,detail,P:key+struct/-detail,judged
84t6uqN9aqU_0__a5d513cc_00_000000_000179,baseline,if you're judging someone you're not loving them,if you're not just doing it wrong you are not loved either,0.6173543141533931,112.5,1.72,2,P,key,detail,P:key/-detail,judged
84t6uqN9aqU_0__a5d513cc_00_000000_000179,hyp_mbr,if you're judging someone you're not loving them,if you're not just doing it wrong you are not loved either,0.584,112.5,1.72,2,P,struct+sem,key,P:struct+sem/-key,judged
84t6uqN9aqU_0__a5d513cc_00_000000_000179,hyp_vote_score,if you're judging someone you're not loving them,if you're not just doing it wrong you are not loved either,0.647,112.5,1.72,2,P,sem,key,P:sem/-key,judged
84t6uqN9aqU_0__a5d513cc_00_000000_000179,hyp_vote_conf,if you're judging someone you're not loving them,if you're not just doing it wrong you are not either,0.664,112.5,1.72,2,P,struct,key,P:struct/-key,judged
8EC4C7NZJgg_6__a519b844_00_000000_000250,baseline,actually hear what the recorder sounds like this category has a lot of similarities guys but there are subtle differences between each product,in the real world record soundtrack and this category has a lot of similarity sites but there are single differences between each product,0.7901472838028617,43.5,3.39,4,P,key+sem,detail,P:key+sem/-detail,judged
8EC4C7NZJgg_6__a519b844_00_000000_000250,hyp_mbr,actually hear what the recorder sounds like this category has a lot of similarities guys but there are subtle differences between each product,in the real world record soundtrack and this category has a lot of similarity sites but there are single differences between each product,0.729,43.5,3.39,4,P,key+sem,detail,P:key+sem/-detail,judged
8EC4C7NZJgg_6__a519b844_00_000000_000250,hyp_vote_score,actually hear what the recorder sounds like this category has a lot of similarities guys but there are subtle differences between each product,in the real world record soundtrack and this category has a lot of similarity sites but there are single differences between each product,0.679,43.5,3.39,4,P,struct+sem,key,P:struct+sem/-key,judged
8EC4C7NZJgg_6__a519b844_00_000000_000250,hyp_vote_conf,actually hear what the recorder sounds like this category has a lot of similarities guys but there are subtle differences between each product,in the real world record soundtrack and this category has a lot of similarity sites but there are single differences between each product,0.678,43.5,3.39,4,P,key+struct,detail,P:key+struct/-detail,judged
8EDv0tV6lYs_6__2868118d_00_000000_000090,baseline,to stay quiet for a whole week maybe a whole year,she cried for a whole week maybe a whole year,0.9382541477680206,27.3,3.83,4,P,struct+sem,key,P:struct+sem/-key,judged
8EDv0tV6lYs_6__2868118d_00_000000_000090,hyp_mbr,to stay quiet for a whole week maybe a whole year,she cried for a whole week maybe a whole year,0.839,27.3,3.83,4,P,phon,key,P:phon/-key,judged
8EDv0tV6lYs_6__2868118d_00_000000_000090,hyp_vote_score,to stay quiet for a whole week maybe a whole year,she cried for a whole week maybe a whole year,0.655,27.3,3.83,4,P,struct+sem,key,P:struct+sem/-key,judged
8EDv0tV6lYs_6__2868118d_00_000000_000090,hyp_vote_conf,to stay quiet for a whole week maybe a whole year,she cried for a whole week maybe a whole year,0.661,27.3,3.83,4,P,key+struct,detail,P:key+struct/-detail,judged
8GF3mzwURE4_2__6319e3a0_00_000000_000180,baseline,without such adjustments the normal metabolism would not exist and nor would the normal psyche,team without such adjustments the normal metabolism would not exist a normal nor mal,0.7729780844279698,46.7,3.71,4,P,key+struct,detail,P:key+struct/-detail,judged
8GF3mzwURE4_2__6319e3a0_00_000000_000180,hyp_mbr,without such adjustments the normal metabolism would not exist and nor would the normal psyche,team without such adjustments the normal metabolism would not exist a normal nor mal,0.681,46.7,3.71,4,P,key+sem,detail,P:key+sem/-detail,judged
8GF3mzwURE4_2__6319e3a0_00_000000_000180,hyp_vote_score,without such adjustments the normal metabolism would not exist and nor would the normal psyche,team without such adjustments the normal metabolism would not exist a normal nor mal,0.689,46.7,3.71,4,P,key+struct,detail,P:key+struct/-detail,judged
8GF3mzwURE4_2__6319e3a0_00_000000_000180,hyp_vote_conf,without such adjustments the normal metabolism would not exist and nor would the normal psyche,team without such adjustments the normal metabolism would not exist a normal nor mal,0.691,46.7,3.71,4,P,key+struct,detail,P:key+struct/-detail,judged
8HA9Q9Ityfg_0__7a8ea09b_00_000000_000073,baseline,own rail system for a few bucks,system for a few years now,0.7178380390008291,57.1,2.76,3,P,key,detail,P:key/-detail,judged
8HA9Q9Ityfg_0__7a8ea09b_00_000000_000073,hyp_mbr,own rail system for a few bucks,system for a few years,0.681,42.9,2.76,3,P,struct,key,P:struct/-key,judged
8HA9Q9Ityfg_0__7a8ea09b_00_000000_000073,hyp_vote_score,own rail system for a few bucks,system for a few years,0.715,42.9,2.76,3,P,key,detail,P:key/-detail,judged
8HA9Q9Ityfg_0__7a8ea09b_00_000000_000073,hyp_vote_conf,own rail system for a few bucks,system for a few years,0.717,42.9,2.76,3,P,key,detail,P:key/-detail,judged
8IuiyvMMoM8_8__28f3ce2a_00_000000_000195,baseline,youtube is your girl baby d coming with you with a video review update on gerrit hall,so make sure you're able to see the number with the green video logo on it or that stuff is,0.61771126575768,105.9,0.93,1,N,,,N,judged
8IuiyvMMoM8_8__28f3ce2a_00_000000_000195,hyp_mbr,youtube is your girl baby d coming with you with a video review update on gerrit hall,so make sure you're able to see the number with the green video logo on it or that stuff is,0.576,105.9,0.93,1,N,,,N,judged
8IuiyvMMoM8_8__28f3ce2a_00_000000_000195,hyp_vote_score,youtube is your girl baby d coming with you with a video review update on gerrit hall,so make sure you're able to see the number with the green video button on it or that stuff is,0.664,105.9,0.93,1,N,,,N,judged
8IuiyvMMoM8_8__28f3ce2a_00_000000_000195,hyp_vote_conf,youtube is your girl baby d coming with you with a video review update on gerrit hall,so make sure you're able to see the number with the green video button on it or that stuff is,0.667,105.9,0.93,1,N,,,N,judged
8M9YMNJa2Rs_0__160b8ec0_00_000000_000118,baseline,god designed the whole universe to be in symphony and harmony,take the whole story and turn it into a movie because it,0.4662651897718509,100.0,1.23,2,N,,,N,judged
8M9YMNJa2Rs_0__160b8ec0_00_000000_000118,hyp_mbr,god designed the whole universe to be in symphony and harmony,take the whole story and turn it into a movie because it's,0.494,100.0,1.23,2,N,,,N,judged
8M9YMNJa2Rs_0__160b8ec0_00_000000_000118,hyp_vote_score,god designed the whole universe to be in symphony and harmony,take the whole story and turn it into a video because it's,0.584,100.0,1.23,2,N,,,N,judged
8M9YMNJa2Rs_0__160b8ec0_00_000000_000118,hyp_vote_conf,god designed the whole universe to be in symphony and harmony,take the whole story and turn it into a video because it's,0.588,100.0,1.23,2,N,,,N,judged
8SMYkCQkT4Q_0__fdf516a0_00_000000_000325,baseline,because i wanted to be sheetaro because to me sheetaro represented power she represented just strength that i was attracted to,because i wanted to be just hara because to me she saw hara represented power she represented the strength that i was attracted to and,0.8986043298244476,33.3,3.76,4,P,key+sem,detail,P:key+sem/-detail,judged
8SMYkCQkT4Q_0__fdf516a0_00_000000_000325,hyp_mbr,because i wanted to be sheetaro because to me sheetaro represented power she represented just strength that i was attracted to,because i wanted to be just hara because to me she saw hara represented power she represented the strength that i was attracted to and,0.803,33.3,3.76,4,Y,,,Y,judged
8SMYkCQkT4Q_0__fdf516a0_00_000000_000325,hyp_vote_score,because i wanted to be sheetaro because to me sheetaro represented power she represented just strength that i was attracted to,because i wanted to be just hara because to me she saw represented power she represented the strength that i was attracted to and,0.707,28.6,3.76,4,Y,,,Y,judged
8SMYkCQkT4Q_0__fdf516a0_00_000000_000325,hyp_vote_conf,because i wanted to be sheetaro because to me sheetaro represented power she represented just strength that i was attracted to,because i wanted to be just hara because to me she represented power she represented the strength that i was attracted to and,0.717,23.8,3.76,4,P,key+struct,detail,P:key+struct/-detail,judged
8URhvTAp5L8_1__be25156e_00_000000_000101,baseline,aj my little boy aj and he loves danimal yogurt,about herb alpert and tijuana,0.4679414063692093,90.0,0.76,1,N,,,N,judged
8URhvTAp5L8_1__be25156e_00_000000_000101,hyp_mbr,aj my little boy aj and he loves danimal yogurt,about herb alpert and tijuana,0.481,90.0,0.76,1,N,,,N,judged
8URhvTAp5L8_1__be25156e_00_000000_000101,hyp_vote_score,aj my little boy aj and he loves danimal yogurt,about herb alpert and tijuana,0.606,90.0,0.76,1,N,,,N,judged
8URhvTAp5L8_1__be25156e_00_000000_000101,hyp_vote_conf,aj my little boy aj and he loves danimal yogurt,about herb alpert and tijuana,0.607,90.0,0.76,1,N,,,N,judged
8bOpDqRogzg_8__7329b56e_00_000000_000102,baseline,on their butt and kids of course,to be really creative for one minute,0.5129249393939972,100.0,1.23,2,N,,,N,judged
8bOpDqRogzg_8__7329b56e_00_000000_000102,hyp_mbr,on their butt and kids of course,to be really creative for one minute,0.505,100.0,1.23,2,N,,,N,judged
8bOpDqRogzg_8__7329b56e_00_000000_000102,hyp_vote_score,on their butt and kids of course,to be really creative for one minute,0.587,100.0,1.23,2,N,,,N,judged
8bOpDqRogzg_8__7329b56e_00_000000_000102,hyp_vote_conf,on their butt and kids of course,to be really creative for one minute,0.59,100.0,1.23,2,N,,,N,judged
8bSHAS1Va-I_0__460379ec_00_000000_000107,baseline,i got dropped off when i came to cobleskill when i was a freshman right here,i dropped out when i had the name almost did when i was a freshman before i got into,0.6731340116576144,68.8,2.89,3,P,struct+sem,detail,P:struct+sem/-detail,judged
8bSHAS1Va-I_0__460379ec_00_000000_000107,hyp_mbr,i got dropped off when i came to cobleskill when i was a freshman right here,i dropped out when i had the name almost did when i was a freshman before i got into,0.619,68.8,2.89,3,P,struct,key,P:struct/-key,judged
8bSHAS1Va-I_0__460379ec_00_000000_000107,hyp_vote_score,i got dropped off when i came to cobleskill when i was a freshman right here,i dropped out when i had the name almost did when i was a freshman before i got into,0.645,68.8,2.89,3,P,key+sem,detail,P:key+sem/-detail,judged
8bSHAS1Va-I_0__460379ec_00_000000_000107,hyp_vote_conf,i got dropped off when i came to cobleskill when i was a freshman right here,i dropped out when i had the name almost did when i was a freshman before i got into,0.643,68.8,2.89,3,P,key+struct,detail,P:key+struct/-detail,judged
8fk-CwhmumA_18__17792c60_00_000000_000129,baseline,as our routing and switching workbooks so that's why it's taking so long,,,100.0,0.0,1,N,,,auto-N,auto
8fk-CwhmumA_18__17792c60_00_000000_000129,hyp_mbr,as our routing and switching workbooks so that's why it's taking so long,,,100.0,0.0,1,N,,,auto-N,auto
8fk-CwhmumA_18__17792c60_00_000000_000129,hyp_vote_score,as our routing and switching workbooks so that's why it's taking so long,,,100.0,0.0,1,N,,,auto-N,auto
8fk-CwhmumA_18__17792c60_00_000000_000129,hyp_vote_conf,as our routing and switching workbooks so that's why it's taking so long,,,100.0,0.0,1,N,,,auto-N,auto
8iaDS4v1WLg_7__73eb91ba_00_000000_000091,baseline,naturalistic is the newest intelligence,national geographic is the largest selling,0.48308712740739185,80.0,1.5,2,N,,,N,judged
8iaDS4v1WLg_7__73eb91ba_00_000000_000091,hyp_mbr,naturalistic is the newest intelligence,my nationality is the usa,0.475,80.0,1.5,2,N,,,N,judged
8iaDS4v1WLg_7__73eb91ba_00_000000_000091,hyp_vote_score,naturalistic is the newest intelligence,national geographic is the explorer,0.509,80.0,1.5,2,N,,,N,judged
