utt_id,display_name,ref,hyp,hyp_tagged,wer_%,wwer_%,nea_recall_%,nea_precision_%,nea_f1_%,missed_entities
sqV3pL5x8PI_0__7213a178_00_000000_000187,sqV3pL5x8PI_0__7213a178,a function can have multiple definitions associated with the value that's given to it,any function can have multiple definitions such as when the key value that's given to us,any:ins function:ok can:ok have:ok multiple:ok definitions:ok such:ins as:ins when:ins the:rep key:ins value:rep that's:rep given:rep to:rep us:ins,42.9,40.9,85.7,75.0,80.0,associated
t4idjGg8fpQ_8__c564d175_00_000000_000359,t4idjGg8fpQ_8__c564d175 - Part 1,these out of course club members you get the club discount regular price is only 12 88 and our club members only pay 10 95 if you're not a club member make sure you check out our website because we have tons of reasons why you should be a club member thanks so much,,,100.0,100.0,0.0,100.0,0.0,"10, 12, 88, 95, only"
t4idjGg8fpQ_8__c564d175_01_000299_000428,t4idjGg8fpQ_8__c564d175 - Part 2,reasons why you should be a club member thanks so much and i'll see you again soon bye bye,,,100.0,100.0,0.0,100.0,0.0,"again, club, member, much, reasons, see, so, soon, thanks"
tLFZomqlXIk_0__af0836dd_00_000000_000120,tLFZomqlXIk_0__af0836dd,what's in my dock version 1 so here,,,100.0,100.0,0.0,100.0,0.0,1
u42-Tk1ZTQo_4__30f83df3_00_000000_000091,u42-Tk1ZTQo_4__30f83df3,and i'll tell you in just a second if they are,then i'll take you just a second of the year so,then:ins i'll:ok take:ins you:ok just:rep a:rep second:rep of:ins the:ins year:ins so:ins,63.6,60.0,66.7,33.3,44.4,tell
u6aLP61t8Lg_1__cd4aa217_00_000000_000138,u6aLP61t8Lg_1__cd4aa217,even to the extent of one's personal survival,,,100.0,100.0,0.0,100.0,0.0,one
uYgQClEfYuI_0__fea45a8f_00_000000_000090,uYgQClEfYuI_0__fea45a8f,yes they can perform very complex computations very fast,2000 miles across the united states,2000:ins miles:ins across:ins the:ins united:ins states:ins,100.0,100.0,0.0,0.0,0.0,"complex, computations, fast, perform, very"
uewO8zLmtpw_3__6231be93_00_000000_000081,uewO8zLmtpw_3__6231be93,personal belongings from me and put me in jail,who agree with me and probably the,who:ins agree:ins with:ins me:ok and:ok probably:ins the:ins,77.8,84.6,0.0,0.0,0.0,"belongings, jail, personal, put"
vBBKM8WRtno_2__df85cbfd_00_000000_000112,vBBKM8WRtno_2__df85cbfd,that is something special and unique to summertech,that is something special and unique to summer,that:ok is:ok something:ok special:ok and:ok unique:ok to:ok summer:ins,12.5,30.8,0.0,100.0,0.0,summertech
wATYm2rYLeg_0__1aa62ea2_00_000000_000104,wATYm2rYLeg_0__1aa62ea2,use all those controls for any one system you use them,,,100.0,100.0,0.0,100.0,0.0,one
wex-7n593cI_4__34fa8b79_00_000000_000222,wex-7n593cI_4__34fa8b79,and that's really how we become unique and one of my friends chris ewen explained to me that a friendship is built based on two people,and that's really how we become a community and one of my friends explained to me that a friendship is based not just on people,and:ok that's:ok really:ok how:ok we:ok become:ok a:rep community:ins and:rep one:rep of:rep my:rep friends:rep explained:rep to:rep me:rep that:rep a:rep friendship:rep is:rep based:rep not:ins just:ins on:ok people:rep,30.8,45.8,25.0,100.0,40.0,"chris, ewen, two"
yHzKcA1NfmA_3__093e2c62_00_000000_000073,yHzKcA1NfmA_3__093e2c62,and like the guys that help us out you know with,,,100.0,100.0,0.0,100.0,0.0,"guys, help, know"
zXv8Errpg5U_0__a511ddb9_00_000000_000243,zXv8Errpg5U_0__a511ddb9,one of the complications of this disruption of breathing is that you get lower oxygen levels in your healthy tissues this is known as hypoxia,,,100.0,100.0,0.0,100.0,0.0,one
zmwgmt7wcv8_21__3cafc18a_00_000000_000087,zmwgmt7wcv8_21__3cafc18a,watching the way words develop and change does suggest that wittgenstein was on to something,the way words develop change suggests that philistine was on to something,the:rep way:rep words:rep develop:rep change:rep suggests:ins that:rep philistine:ins was:rep on:rep to:rep something:rep,33.3,41.7,0.0,100.0,0.0,wittgenstein
