deck,slide_num,slide_title,hidden,location_in_slide,surrounding_text,number_mention,normalized,suggested_status
AFTER_AMOSI_Mar2026,46,LLM Salvage: Domain Context Fills the Gaps,no,shape[23]/para[0],IS 2.07  |  WER 89%  |  Prob 0.80,0.80,0.80,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,46,LLM Salvage: Domain Context Fills the Gaps,no,shape[29]/para[0],IS rates this a near-total failure (2.07). But a viewer watching a cooking video sees the presenter holding a pepper and saying “fresh banana.” The visual context instantly overrides the garbled audio — the viewer knows it’s a jalapeno. WER is blind to multimodal cues.,2.07,2.07,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,46,LLM Salvage: Domain Context Fills the Gaps,no,shape[31]/para[0],46,46,46,UNCLASSIFIED
AFTER_AMOSI_Mar2026,46,LLM Salvage: Domain Context Fills the Gaps,no,notes/para[0],"Three more salvage examples emphasising domain-context recovery. Religious Context (IS 2.75): 'fear of allah' becomes 'fear of the loss' -- a sermon viewer recognizes the spiritual theme despite name garbling. Geopolitical Context (IS 2.86): country names swap but the argument (foreign places, both sides benefit) is intact. Cooking Context (IS 2.07): 'jalapeno' becomes 'banana' -- absurd in text, ",2.75,2.75,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,46,LLM Salvage: Domain Context Fills the Gaps,no,notes/para[0],"Three more salvage examples emphasising domain-context recovery. Religious Context (IS 2.75): 'fear of allah' becomes 'fear of the loss' -- a sermon viewer recognizes the spiritual theme despite name garbling. Geopolitical Context (IS 2.86): country names swap but the argument (foreign places, both sides benefit) is intact. Cooking Context (IS 2.07): 'jalapeno' becomes 'banana' -- absurd in text, ",2.86,2.86,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,46,LLM Salvage: Domain Context Fills the Gaps,no,notes/para[0],"Three more salvage examples emphasising domain-context recovery. Religious Context (IS 2.75): 'fear of allah' becomes 'fear of the loss' -- a sermon viewer recognizes the spiritual theme despite name garbling. Geopolitical Context (IS 2.86): country names swap but the argument (foreign places, both sides benefit) is intact. Cooking Context (IS 2.07): 'jalapeno' becomes 'banana' -- absurd in text, ",2.07,2.07,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,47,Curated Examples — Video Gallery,no,shape[3]/para[0],"Convention & books — meaning fully captured, minor word drops  (WER 31%)",31%,31%,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,47,Curated Examples — Video Gallery,no,shape[4]/para[0],Marilyn Monroe wallpaper — proper nouns + context intact  (WER 36%),36%,36%,METADATA
AFTER_AMOSI_Mar2026,47,Curated Examples — Video Gallery,no,shape[5]/para[0],"Music discussion — gist preserved, phrasing changed  (WER 34%)",34%,34%,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,47,Curated Examples — Video Gallery,no,shape[6]/para[0],Spelling → smelling — phonetic confusion swaps entire domain  (WER 59%),59%,59%,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,47,Curated Examples — Video Gallery,no,shape[7]/para[0],Admiral McRae → animal migratory — classic viseme swap  (WER 33%),33%,33%,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,47,Curated Examples — Video Gallery,no,shape[8]/para[0],Doxology → fabricated story — total hallucination  (WER 172%),172%,172%,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,47,Curated Examples — Video Gallery,no,shape[10]/para[0],47,47,47,UNCLASSIFIED
AFTER_AMOSI_Mar2026,47,Curated Examples — Video Gallery,no,notes/para[0],"Balanced video gallery: 3 positive + 3 failure modes. Row 1 (positive): (1) Convention — person describes selling books at a convention, meaning fully captured with minor word drops. (2) Marilyn Monroe — proper noun preserved, wallpaper context intact. (3) Music — gist of playing a song preserved, phrasing changed. Row 2 (failure modes): (4) Spelling-to-smelling — phonetic confusion swaps the enti",3,3,METADATA
AFTER_AMOSI_Mar2026,47,Curated Examples — Video Gallery,no,notes/para[0],"Balanced video gallery: 3 positive + 3 failure modes. Row 1 (positive): (1) Convention — person describes selling books at a convention, meaning fully captured with minor word drops. (2) Marilyn Monroe — proper noun preserved, wallpaper context intact. (3) Music — gist of playing a song preserved, phrasing changed. Row 2 (failure modes): (4) Spelling-to-smelling — phonetic confusion swaps the enti",3,3,METADATA
AFTER_AMOSI_Mar2026,47,Curated Examples — Video Gallery,no,notes/para[0],"Balanced video gallery: 3 positive + 3 failure modes. Row 1 (positive): (1) Convention — person describes selling books at a convention, meaning fully captured with minor word drops. (2) Marilyn Monroe — proper noun preserved, wallpaper context intact. (3) Music — gist of playing a song preserved, phrasing changed. Row 2 (failure modes): (4) Spelling-to-smelling — phonetic confusion swaps the enti",1,1,METADATA
AFTER_AMOSI_Mar2026,47,Curated Examples — Video Gallery,no,notes/para[0],"Balanced video gallery: 3 positive + 3 failure modes. Row 1 (positive): (1) Convention — person describes selling books at a convention, meaning fully captured with minor word drops. (2) Marilyn Monroe — proper noun preserved, wallpaper context intact. (3) Music — gist of playing a song preserved, phrasing changed. Row 2 (failure modes): (4) Spelling-to-smelling — phonetic confusion swaps the enti",1,1,METADATA
AFTER_AMOSI_Mar2026,47,Curated Examples — Video Gallery,no,notes/para[0],"Balanced video gallery: 3 positive + 3 failure modes. Row 1 (positive): (1) Convention — person describes selling books at a convention, meaning fully captured with minor word drops. (2) Marilyn Monroe — proper noun preserved, wallpaper context intact. (3) Music — gist of playing a song preserved, phrasing changed. Row 2 (failure modes): (4) Spelling-to-smelling — phonetic confusion swaps the enti",2,2,METADATA
AFTER_AMOSI_Mar2026,47,Curated Examples — Video Gallery,no,notes/para[0],"Balanced video gallery: 3 positive + 3 failure modes. Row 1 (positive): (1) Convention — person describes selling books at a convention, meaning fully captured with minor word drops. (2) Marilyn Monroe — proper noun preserved, wallpaper context intact. (3) Music — gist of playing a song preserved, phrasing changed. Row 2 (failure modes): (4) Spelling-to-smelling — phonetic confusion swaps the enti",3,3,METADATA
AFTER_AMOSI_Mar2026,47,Curated Examples — Video Gallery,no,notes/para[0],"Balanced video gallery: 3 positive + 3 failure modes. Row 1 (positive): (1) Convention — person describes selling books at a convention, meaning fully captured with minor word drops. (2) Marilyn Monroe — proper noun preserved, wallpaper context intact. (3) Music — gist of playing a song preserved, phrasing changed. Row 2 (failure modes): (4) Spelling-to-smelling — phonetic confusion swaps the enti",2,2,METADATA
AFTER_AMOSI_Mar2026,47,Curated Examples — Video Gallery,no,notes/para[0],"Balanced video gallery: 3 positive + 3 failure modes. Row 1 (positive): (1) Convention — person describes selling books at a convention, meaning fully captured with minor word drops. (2) Marilyn Monroe — proper noun preserved, wallpaper context intact. (3) Music — gist of playing a song preserved, phrasing changed. Row 2 (failure modes): (4) Spelling-to-smelling — phonetic confusion swaps the enti",4,4,METADATA
AFTER_AMOSI_Mar2026,47,Curated Examples — Video Gallery,no,notes/para[0],"Balanced video gallery: 3 positive + 3 failure modes. Row 1 (positive): (1) Convention — person describes selling books at a convention, meaning fully captured with minor word drops. (2) Marilyn Monroe — proper noun preserved, wallpaper context intact. (3) Music — gist of playing a song preserved, phrasing changed. Row 2 (failure modes): (4) Spelling-to-smelling — phonetic confusion swaps the enti",5,5,METADATA
AFTER_AMOSI_Mar2026,47,Curated Examples — Video Gallery,no,notes/para[0],"Balanced video gallery: 3 positive + 3 failure modes. Row 1 (positive): (1) Convention — person describes selling books at a convention, meaning fully captured with minor word drops. (2) Marilyn Monroe — proper noun preserved, wallpaper context intact. (3) Music — gist of playing a song preserved, phrasing changed. Row 2 (failure modes): (4) Spelling-to-smelling — phonetic confusion swaps the enti",6,6,METADATA
AFTER_AMOSI_Mar2026,48,Demo: OK → Almost There → Hallucination,no,shape[2]/para[0],WER 28%  IS 4.1,28%,28%,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,48,Demo: OK → Almost There → Hallucination,no,shape[2]/para[0],WER 28%  IS 4.1,4.1,4.1,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,48,Demo: OK → Almost There → Hallucination,no,shape[3]/para[0],"""consumers want a bigger smartphone""→ ""consumers will not upgrade their smartphone""Meaning close, key verb flipped (IS 4.1)",4.1,4.1,METADATA
AFTER_AMOSI_Mar2026,48,Demo: OK → Almost There → Hallucination,no,shape[4]/para[0],WER 56%  IS 2.9,56%,56%,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,48,Demo: OK → Almost There → Hallucination,no,shape[4]/para[0],WER 56%  IS 2.9,2.9,2.9,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,48,Demo: OK → Almost There → Hallucination,no,shape[5]/para[0],"""james and will talk about street photography""→ ""i'm here to talk about street photography""Topic right, speaker names lost (IS 2.9)",2.9,2.9,UNCLASSIFIED
AFTER_AMOSI_Mar2026,48,Demo: OK → Almost There → Hallucination,no,shape[6]/para[0],WER 100%  IS 0.8,100%,100%,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,48,Demo: OK → Almost There → Hallucination,no,shape[6]/para[0],WER 100%  IS 0.8,0.8,0.8,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,48,Demo: OK → Almost There → Hallucination,no,shape[10]/para[0],48,48,48,UNCLASSIFIED
AFTER_AMOSI_Mar2026,48,Demo: OK → Almost There → Hallucination,no,notes/para[0],"Three demos side by side. Left: 'consumers want a bigger smartphone' becomes 'consumers will not upgrade their smartphone' (IS 4.1 — meaning is close but the key verb is flipped: 'want' to 'will not'. This is what good output looks like — mostly right, small errors). Center: 'james and will talk about street photography' becomes 'i'm here to talk about street photography' (IS 2.9 — the topic is ca",4.1,4.1,METADATA
AFTER_AMOSI_Mar2026,48,Demo: OK → Almost There → Hallucination,no,notes/para[0],"Three demos side by side. Left: 'consumers want a bigger smartphone' becomes 'consumers will not upgrade their smartphone' (IS 4.1 — meaning is close but the key verb is flipped: 'want' to 'will not'. This is what good output looks like — mostly right, small errors). Center: 'james and will talk about street photography' becomes 'i'm here to talk about street photography' (IS 2.9 — the topic is ca",2.9,2.9,METADATA
AFTER_AMOSI_Mar2026,48,Demo: OK → Almost There → Hallucination,no,notes/para[0],"Three demos side by side. Left: 'consumers want a bigger smartphone' becomes 'consumers will not upgrade their smartphone' (IS 4.1 — meaning is close but the key verb is flipped: 'want' to 'will not'. This is what good output looks like — mostly right, small errors). Center: 'james and will talk about street photography' becomes 'i'm here to talk about street photography' (IS 2.9 — the topic is ca",0.8,0.8,METADATA
AFTER_AMOSI_Mar2026,49,ENGINEERING,no,shape[3]/para[0],3 research repositories  →  1 automated pipeline  →  deployed container,3,3,UNCLASSIFIED
AFTER_AMOSI_Mar2026,49,ENGINEERING,no,shape[3]/para[0],3 research repositories  →  1 automated pipeline  →  deployed container,1,1,UNCLASSIFIED
AFTER_AMOSI_Mar2026,49,ENGINEERING,no,shape[5]/para[0],49,49,49,UNCLASSIFIED
AFTER_AMOSI_Mar2026,50,Starting Point: Three Research Codebases,no,shape[13]/para[0],"LLaMA-2 integration,decode & generation",2,2,METADATA
AFTER_AMOSI_Mar2026,50,Starting Point: Three Research Codebases,no,shape[14]/para[3],• Required 37 bug fixes to reach production quality,37,37,UNCLASSIFIED
AFTER_AMOSI_Mar2026,50,Starting Point: Three Research Codebases,no,shape[16]/para[0],50,50,50,UNCLASSIFIED
AFTER_AMOSI_Mar2026,50,Starting Point: Three Research Codebases,no,notes/para[0],"We started with three independent research codebases: auto_avsr for preprocessing, av_hubert for feature extraction, and VSP-LLM for inference. No documentation, no tests, no integration between them. Research-grade code with hardcoded paths and no error handling. Required 37 bug fixes to reach production quality.",37,37,UNCLASSIFIED
AFTER_AMOSI_Mar2026,51,8-Stage Automated Pipeline,yes,shape[0]/para[0],8-Stage Automated Pipeline,8,8,UNCLASSIFIED
AFTER_AMOSI_Mar2026,51,8-Stage Automated Pipeline,yes,shape[3]/para[0],1. Normalize,1,1,UNCLASSIFIED
AFTER_AMOSI_Mar2026,51,8-Stage Automated Pipeline,yes,shape[4]/para[0],HDR/10-bitconversion,10,10,METADATA
AFTER_AMOSI_Mar2026,51,8-Stage Automated Pipeline,yes,shape[7]/para[0],2. Mouth Crop,2,2,UNCLASSIFIED
AFTER_AMOSI_Mar2026,51,8-Stage Automated Pipeline,yes,shape[12]/para[0],4. LRS3 Convert,4,4,UNCLASSIFIED
AFTER_AMOSI_Mar2026,51,8-Stage Automated Pipeline,yes,shape[17]/para[0],3. ASR,3,3,UNCLASSIFIED
AFTER_AMOSI_Mar2026,51,8-Stage Automated Pipeline,yes,shape[29]/para[0],5. Manifests,5,5,UNCLASSIFIED
AFTER_AMOSI_Mar2026,51,8-Stage Automated Pipeline,yes,shape[32]/para[0],6. K-means,6,6,UNCLASSIFIED
AFTER_AMOSI_Mar2026,51,8-Stage Automated Pipeline,yes,shape[36]/para[0],7. LLM Decode,7,7,METADATA
AFTER_AMOSI_Mar2026,51,8-Stage Automated Pipeline,yes,shape[37]/para[0],AV-HuBERT +LLaMA-2,2,2,UNCLASSIFIED
AFTER_AMOSI_Mar2026,51,8-Stage Automated Pipeline,yes,shape[40]/para[0],8. Outputs,8,8,UNCLASSIFIED
AFTER_AMOSI_Mar2026,51,8-Stage Automated Pipeline,yes,shape[55]/para[0],51,51,51,UNCLASSIFIED
AFTER_AMOSI_Mar2026,51,8-Stage Automated Pipeline,yes,notes/para[0],"8-stage automated pipeline built from 3 research repos (auto_avsr, av_hubert, VSP-LLM). Row 1 main flow: normalize, mouth crop, LRS3 convert. ASR (Whisper) is a side-branch — it provides reference text for evaluation (WER/IS scoring) only, not part of the core lip-reading inference path. Coral connector links ASR output to the Outputs stage for scoring. Row 2: feature processing and inference (man",8,8,METADATA
AFTER_AMOSI_Mar2026,51,8-Stage Automated Pipeline,yes,notes/para[0],"8-stage automated pipeline built from 3 research repos (auto_avsr, av_hubert, VSP-LLM). Row 1 main flow: normalize, mouth crop, LRS3 convert. ASR (Whisper) is a side-branch — it provides reference text for evaluation (WER/IS scoring) only, not part of the core lip-reading inference path. Coral connector links ASR output to the Outputs stage for scoring. Row 2: feature processing and inference (man",3,3,METADATA
AFTER_AMOSI_Mar2026,51,8-Stage Automated Pipeline,yes,notes/para[0],"8-stage automated pipeline built from 3 research repos (auto_avsr, av_hubert, VSP-LLM). Row 1 main flow: normalize, mouth crop, LRS3 convert. ASR (Whisper) is a side-branch — it provides reference text for evaluation (WER/IS scoring) only, not part of the core lip-reading inference path. Coral connector links ASR output to the Outputs stage for scoring. Row 2: feature processing and inference (man",1,1,METADATA
AFTER_AMOSI_Mar2026,51,8-Stage Automated Pipeline,yes,notes/para[0],"8-stage automated pipeline built from 3 research repos (auto_avsr, av_hubert, VSP-LLM). Row 1 main flow: normalize, mouth crop, LRS3 convert. ASR (Whisper) is a side-branch — it provides reference text for evaluation (WER/IS scoring) only, not part of the core lip-reading inference path. Coral connector links ASR output to the Outputs stage for scoring. Row 2: feature processing and inference (man",2,2,METADATA
AFTER_AMOSI_Mar2026,51,8-Stage Automated Pipeline,yes,notes/para[0],"8-stage automated pipeline built from 3 research repos (auto_avsr, av_hubert, VSP-LLM). Row 1 main flow: normalize, mouth crop, LRS3 convert. ASR (Whisper) is a side-branch — it provides reference text for evaluation (WER/IS scoring) only, not part of the core lip-reading inference path. Coral connector links ASR output to the Outputs stage for scoring. Row 2: feature processing and inference (man",6,6,METADATA
AFTER_AMOSI_Mar2026,51,8-Stage Automated Pipeline,yes,notes/para[0],"8-stage automated pipeline built from 3 research repos (auto_avsr, av_hubert, VSP-LLM). Row 1 main flow: normalize, mouth crop, LRS3 convert. ASR (Whisper) is a side-branch — it provides reference text for evaluation (WER/IS scoring) only, not part of the core lip-reading inference path. Coral connector links ASR output to the Outputs stage for scoring. Row 2: feature processing and inference (man",7,7,METADATA
AFTER_AMOSI_Mar2026,52,8-Stage Automated Pipeline,no,shape[0]/para[0],8-Stage Automated Pipeline,8,8,UNCLASSIFIED
AFTER_AMOSI_Mar2026,52,8-Stage Automated Pipeline,no,shape[4]/para[0],52,52,52,UNCLASSIFIED
AFTER_AMOSI_Mar2026,52,8-Stage Automated Pipeline,no,notes/para[0],Full pipeline diagram showing 8 stages with ASR as evaluation-only side-branch. Data flow: .mp4 → normalize → mouth crop → LRS3 convert → manifests → K-means → LLM decode → reports. ASR (Whisper) provides reference text for WER/IS scoring only.,8,8,METADATA
AFTER_AMOSI_Mar2026,53,Building the Pipeline: The Engineering Journey,no,shape[4]/para[0],~2–3 weeks,2,2,UNCLASSIFIED
AFTER_AMOSI_Mar2026,53,Building the Pipeline: The Engineering Journey,no,shape[4]/para[0],~2–3 weeks,3,3,UNCLASSIFIED
AFTER_AMOSI_Mar2026,53,Building the Pipeline: The Engineering Journey,no,shape[5]/para[0],• 3 independent repos with no docs,3,3,UNCLASSIFIED
AFTER_AMOSI_Mar2026,53,Building the Pipeline: The Engineering Journey,no,shape[5]/para[3],"• Built 8-stage orchestration
pipeline from scratch",8,8,UNCLASSIFIED
AFTER_AMOSI_Mar2026,53,Building the Pipeline: The Engineering Journey,no,shape[8]/para[0],~4–5 weeks,4,4,UNCLASSIFIED
AFTER_AMOSI_Mar2026,53,Building the Pipeline: The Engineering Journey,no,shape[8]/para[0],~4–5 weeks,5,5,UNCLASSIFIED
AFTER_AMOSI_Mar2026,53,Building the Pipeline: The Engineering Journey,no,shape[9]/para[5],"• Web UI migration (1–2 weeks
within this phase)",1,1,UNCLASSIFIED
AFTER_AMOSI_Mar2026,53,Building the Pipeline: The Engineering Journey,no,shape[9]/para[5],"• Web UI migration (1–2 weeks
within this phase)",2,2,UNCLASSIFIED
AFTER_AMOSI_Mar2026,53,Building the Pipeline: The Engineering Journey,no,shape[13]/para[0],• 37+ bugs found and fixed,37,37,UNCLASSIFIED
AFTER_AMOSI_Mar2026,53,Building the Pipeline: The Engineering Journey,no,shape[13]/para[1],"• NVENC silent corruption
(destroyed 43% of videos)",43%,43%,UNCLASSIFIED
AFTER_AMOSI_Mar2026,53,Building the Pipeline: The Engineering Journey,no,shape[13]/para[2],• HDR/10-bit tone mapping,10,10,UNCLASSIFIED
AFTER_AMOSI_Mar2026,53,Building the Pipeline: The Engineering Journey,no,shape[13]/para[3],"• 823-line monolith → 11 modules
(52% reduction)",823,823,UNCLASSIFIED
AFTER_AMOSI_Mar2026,53,Building the Pipeline: The Engineering Journey,no,shape[13]/para[3],"• 823-line monolith → 11 modules
(52% reduction)",11,11,UNCLASSIFIED
AFTER_AMOSI_Mar2026,53,Building the Pipeline: The Engineering Journey,no,shape[13]/para[3],"• 823-line monolith → 11 modules
(52% reduction)",52%,52%,UNCLASSIFIED
AFTER_AMOSI_Mar2026,53,Building the Pipeline: The Engineering Journey,no,shape[13]/para[4],• 37 automated tests added,37,37,UNCLASSIFIED
AFTER_AMOSI_Mar2026,53,Building the Pipeline: The Engineering Journey,no,shape[16]/para[0],53,53,53,UNCLASSIFIED
AFTER_AMOSI_Mar2026,53,Building the Pipeline: The Engineering Journey,no,notes/para[0],"The full engineering journey: 2-3 weeks of pipeline build, 4-5 weeks of migration to Docker (including 1-2 weeks for Web UI migration), and ongoing bug fixing. 37+ bugs including NVENC silent corruption. Refactored from 823-line monolith to 11 reusable modules.",2,2,UNCLASSIFIED
AFTER_AMOSI_Mar2026,53,Building the Pipeline: The Engineering Journey,no,notes/para[0],"The full engineering journey: 2-3 weeks of pipeline build, 4-5 weeks of migration to Docker (including 1-2 weeks for Web UI migration), and ongoing bug fixing. 37+ bugs including NVENC silent corruption. Refactored from 823-line monolith to 11 reusable modules.",3,3,UNCLASSIFIED
AFTER_AMOSI_Mar2026,53,Building the Pipeline: The Engineering Journey,no,notes/para[0],"The full engineering journey: 2-3 weeks of pipeline build, 4-5 weeks of migration to Docker (including 1-2 weeks for Web UI migration), and ongoing bug fixing. 37+ bugs including NVENC silent corruption. Refactored from 823-line monolith to 11 reusable modules.",4,4,UNCLASSIFIED
AFTER_AMOSI_Mar2026,53,Building the Pipeline: The Engineering Journey,no,notes/para[0],"The full engineering journey: 2-3 weeks of pipeline build, 4-5 weeks of migration to Docker (including 1-2 weeks for Web UI migration), and ongoing bug fixing. 37+ bugs including NVENC silent corruption. Refactored from 823-line monolith to 11 reusable modules.",5,5,UNCLASSIFIED
AFTER_AMOSI_Mar2026,53,Building the Pipeline: The Engineering Journey,no,notes/para[0],"The full engineering journey: 2-3 weeks of pipeline build, 4-5 weeks of migration to Docker (including 1-2 weeks for Web UI migration), and ongoing bug fixing. 37+ bugs including NVENC silent corruption. Refactored from 823-line monolith to 11 reusable modules.",1,1,UNCLASSIFIED
AFTER_AMOSI_Mar2026,53,Building the Pipeline: The Engineering Journey,no,notes/para[0],"The full engineering journey: 2-3 weeks of pipeline build, 4-5 weeks of migration to Docker (including 1-2 weeks for Web UI migration), and ongoing bug fixing. 37+ bugs including NVENC silent corruption. Refactored from 823-line monolith to 11 reusable modules.",2,2,UNCLASSIFIED
AFTER_AMOSI_Mar2026,53,Building the Pipeline: The Engineering Journey,no,notes/para[0],"The full engineering journey: 2-3 weeks of pipeline build, 4-5 weeks of migration to Docker (including 1-2 weeks for Web UI migration), and ongoing bug fixing. 37+ bugs including NVENC silent corruption. Refactored from 823-line monolith to 11 reusable modules.",37,37,UNCLASSIFIED
AFTER_AMOSI_Mar2026,53,Building the Pipeline: The Engineering Journey,no,notes/para[0],"The full engineering journey: 2-3 weeks of pipeline build, 4-5 weeks of migration to Docker (including 1-2 weeks for Web UI migration), and ongoing bug fixing. 37+ bugs including NVENC silent corruption. Refactored from 823-line monolith to 11 reusable modules.",823,823,UNCLASSIFIED
AFTER_AMOSI_Mar2026,53,Building the Pipeline: The Engineering Journey,no,notes/para[0],"The full engineering journey: 2-3 weeks of pipeline build, 4-5 weeks of migration to Docker (including 1-2 weeks for Web UI migration), and ongoing bug fixing. 37+ bugs including NVENC silent corruption. Refactored from 823-line monolith to 11 reusable modules.",11,11,UNCLASSIFIED
AFTER_AMOSI_Mar2026,54,Standalone Container — No Cloud Required,no,shape[4]/para[0],54,54,54,UNCLASSIFIED
AFTER_AMOSI_Mar2026,54,Standalone Container — No Cloud Required,no,notes/para[0],"The system runs as a standalone Docker container — no cloud, no internet required. Web UI for drag-and-drop video upload. INSTALL.sh handles deployment with automatic backup and 13-point verification. Currently deployed and running at the client site.",13,13,LIKELY_HOLD
AFTER_AMOSI_Mar2026,55,Live Demo,no,shape[4]/para[0],Upload a video  →  8-stage processing  →  Per-segment results with IS scores,8,8,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,55,Live Demo,no,shape[11]/para[0],8 Stages,8,8,UNCLASSIFIED
AFTER_AMOSI_Mar2026,55,Live Demo,no,shape[18]/para[0],55,55,55,UNCLASSIFIED
AFTER_AMOSI_Mar2026,55,Live Demo,no,notes/para[0],"Switch to live demo now. The web UI provides drag-and-drop video upload, real-time pipeline progress display, and per-segment results with IS scores. Under the hood: 8 pipeline stages run automatically — normalize, mouth crop, ASR, LRS3 prep, manifests, K-means clustering, decode, and report generation.",8,8,METADATA
AFTER_AMOSI_Mar2026,56,Pipeline Intelligence,no,shape[7]/para[0],"1,396-video baseline clustering model for consistent feature extraction.","1,396",1396,UNCLASSIFIED
AFTER_AMOSI_Mar2026,56,Pipeline Intelligence,no,shape[13]/para[0],"0–5 composite of 6 signals. Rubric and weights designed once, distilled into deterministic code (no LLM calls at runtime). Validated: r=0.93, κ=0.77 across 16 configs.",0,0,UNCLASSIFIED
AFTER_AMOSI_Mar2026,56,Pipeline Intelligence,no,shape[13]/para[0],"0–5 composite of 6 signals. Rubric and weights designed once, distilled into deterministic code (no LLM calls at runtime). Validated: r=0.93, κ=0.77 across 16 configs.",5,5,UNCLASSIFIED
AFTER_AMOSI_Mar2026,56,Pipeline Intelligence,no,shape[13]/para[0],"0–5 composite of 6 signals. Rubric and weights designed once, distilled into deterministic code (no LLM calls at runtime). Validated: r=0.93, κ=0.77 across 16 configs.",6,6,UNCLASSIFIED
AFTER_AMOSI_Mar2026,56,Pipeline Intelligence,no,shape[13]/para[0],"0–5 composite of 6 signals. Rubric and weights designed once, distilled into deterministic code (no LLM calls at runtime). Validated: r=0.93, κ=0.77 across 16 configs.",0.93,0.93,LIKELY_HOLD
AFTER_AMOSI_Mar2026,56,Pipeline Intelligence,no,shape[13]/para[0],"0–5 composite of 6 signals. Rubric and weights designed once, distilled into deterministic code (no LLM calls at runtime). Validated: r=0.93, κ=0.77 across 16 configs.",0.77,0.77,UNCLASSIFIED
AFTER_AMOSI_Mar2026,56,Pipeline Intelligence,no,shape[13]/para[0],"0–5 composite of 6 signals. Rubric and weights designed once, distilled into deterministic code (no LLM calls at runtime). Validated: r=0.93, κ=0.77 across 16 configs.",16,16,LIKELY_HOLD
AFTER_AMOSI_Mar2026,56,Pipeline Intelligence,no,shape[15]/para[0],56,56,56,UNCLASSIFIED
AFTER_AMOSI_Mar2026,56,Pipeline Intelligence,no,notes/para[3],"Long videos are split into segments (default 30s) with configurable overlap (default 2s). Each segment shares 2 seconds of video with its neighbor. After decode, the pipeline has two hypotheses for the overlap zone. The merge strategy selects the hypothesis from the segment that decoded the overlap zone with higher confidence (beam score). This means the 'best' decode of the boundary region is alw",30,30,METADATA
AFTER_AMOSI_Mar2026,56,Pipeline Intelligence,no,notes/para[3],"Long videos are split into segments (default 30s) with configurable overlap (default 2s). Each segment shares 2 seconds of video with its neighbor. After decode, the pipeline has two hypotheses for the overlap zone. The merge strategy selects the hypothesis from the segment that decoded the overlap zone with higher confidence (beam score). This means the 'best' decode of the boundary region is alw",2,2,METADATA
AFTER_AMOSI_Mar2026,56,Pipeline Intelligence,no,notes/para[3],"Long videos are split into segments (default 30s) with configurable overlap (default 2s). Each segment shares 2 seconds of video with its neighbor. After decode, the pipeline has two hypotheses for the overlap zone. The merge strategy selects the hypothesis from the segment that decoded the overlap zone with higher confidence (beam score). This means the 'best' decode of the boundary region is alw",2,2,METADATA
AFTER_AMOSI_Mar2026,56,Pipeline Intelligence,no,notes/para[3],"Long videos are split into segments (default 30s) with configurable overlap (default 2s). Each segment shares 2 seconds of video with its neighbor. After decode, the pipeline has two hypotheses for the overlap zone. The merge strategy selects the hypothesis from the segment that decoded the overlap zone with higher confidence (beam score). This means the 'best' decode of the boundary region is alw",33,33,METADATA
AFTER_AMOSI_Mar2026,56,Pipeline Intelligence,no,notes/para[3],"Long videos are split into segments (default 30s) with configurable overlap (default 2s). Each segment shares 2 seconds of video with its neighbor. After decode, the pipeline has two hypotheses for the overlap zone. The merge strategy selects the hypothesis from the segment that decoded the overlap zone with higher confidence (beam score). This means the 'best' decode of the boundary region is alw",13,13,METADATA
AFTER_AMOSI_Mar2026,56,Pipeline Intelligence,no,notes/para[3],"Long videos are split into segments (default 30s) with configurable overlap (default 2s). Each segment shares 2 seconds of video with its neighbor. After decode, the pipeline has two hypotheses for the overlap zone. The merge strategy selects the hypothesis from the segment that decoded the overlap zone with higher confidence (beam score). This means the 'best' decode of the boundary region is alw",21,21,METADATA
AFTER_AMOSI_Mar2026,56,Pipeline Intelligence,no,notes/para[3],"Long videos are split into segments (default 30s) with configurable overlap (default 2s). Each segment shares 2 seconds of video with its neighbor. After decode, the pipeline has two hypotheses for the overlap zone. The merge strategy selects the hypothesis from the segment that decoded the overlap zone with higher confidence (beam score). This means the 'best' decode of the boundary region is alw",7,7,METADATA
AFTER_AMOSI_Mar2026,56,Pipeline Intelligence,no,notes/para[3],"Long videos are split into segments (default 30s) with configurable overlap (default 2s). Each segment shares 2 seconds of video with its neighbor. After decode, the pipeline has two hypotheses for the overlap zone. The merge strategy selects the hypothesis from the segment that decoded the overlap zone with higher confidence (beam score). This means the 'best' decode of the boundary region is alw",6,6,METADATA
