deck,slide_num,slide_title,hidden,location_in_slide,surrounding_text,number_mention,normalized,suggested_status,audit_category,audit_reason
AFTER_AMOSI_May2026,36,A8: LLM Judge × IS Tier Cross-Tabulation,no,shape[5]/para[0],• IS Tier 5: 57% full Y — strong agreement on excellent output,5,5,NEEDS_VERIFICATION,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,36,A8: LLM Judge × IS Tier Cross-Tabulation,no,shape[5]/para[0],• IS Tier 5: 57% full Y — strong agreement on excellent output,57%,57%,NEEDS_VERIFICATION,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,36,A8: LLM Judge × IS Tier Cross-Tabulation,no,shape[5]/para[1],• IS Tiers 2-3: majority P not N — judge sees partial value metrics miss,2,2,NEEDS_VERIFICATION,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,36,A8: LLM Judge × IS Tier Cross-Tabulation,no,shape[5]/para[1],• IS Tiers 2-3: majority P not N — judge sees partial value metrics miss,3,3,NEEDS_VERIFICATION,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,36,A8: LLM Judge × IS Tier Cross-Tabulation,no,shape[5]/para[2],• IS Tier 1: 81% N — strong agreement on complete failure,1,1,NEEDS_VERIFICATION,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,36,A8: LLM Judge × IS Tier Cross-Tabulation,no,shape[5]/para[2],• IS Tier 1: 81% N — strong agreement on complete failure,81%,81%,NEEDS_VERIFICATION,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,36,A8: LLM Judge × IS Tier Cross-Tabulation,no,shape[5]/para[3],"• Pearson r = 0.85 between IS and judge verdict (coded Y=3, P=2, N=1)",0.85,0.85,LIKELY_HOLD,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,36,A8: LLM Judge × IS Tier Cross-Tabulation,no,shape[5]/para[3],"• Pearson r = 0.85 between IS and judge verdict (coded Y=3, P=2, N=1)",3,3,LIKELY_HOLD,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,36,A8: LLM Judge × IS Tier Cross-Tabulation,no,shape[5]/para[3],"• Pearson r = 0.85 between IS and judge verdict (coded Y=3, P=2, N=1)",2,2,LIKELY_HOLD,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,36,A8: LLM Judge × IS Tier Cross-Tabulation,no,shape[5]/para[3],"• Pearson r = 0.85 between IS and judge verdict (coded Y=3, P=2, N=1)",1,1,LIKELY_HOLD,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,36,A8: LLM Judge × IS Tier Cross-Tabulation,no,shape[5]/para[4],"• Y+P peaks at IS ≥ 2.0 (κ=0.82) not IS ≥ 2.00 (κ=0.52) — systems agree on ranking, differ on threshold",2.0,2.0,NEEDS_VERIFICATION,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,36,A8: LLM Judge × IS Tier Cross-Tabulation,no,shape[5]/para[4],"• Y+P peaks at IS ≥ 2.0 (κ=0.82) not IS ≥ 2.00 (κ=0.52) — systems agree on ranking, differ on threshold",0.82,0.82,NEEDS_VERIFICATION,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,36,A8: LLM Judge × IS Tier Cross-Tabulation,no,shape[5]/para[4],"• Y+P peaks at IS ≥ 2.0 (κ=0.82) not IS ≥ 2.00 (κ=0.52) — systems agree on ranking, differ on threshold",2.00,2.00,NEEDS_VERIFICATION,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,36,A8: LLM Judge × IS Tier Cross-Tabulation,no,shape[5]/para[4],"• Y+P peaks at IS ≥ 2.0 (κ=0.82) not IS ≥ 2.00 (κ=0.52) — systems agree on ranking, differ on threshold",0.52,0.52,NEEDS_VERIFICATION,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,36,A8: LLM Judge × IS Tier Cross-Tabulation,no,notes/para[0],"LLM Judge cross-tabulated with IS tiers. Strong agreement at the extremes: 57% Y for Tier 5, 81% N for Tier 1. The interesting middle: Tiers 2-3 get majority P verdicts — the LLM sees partial meaning preservation that strict metrics miss. Pearson r=0.85. Threshold sweep: Y+P aligns best with IS>=2.00 (kappa=0.818, 91.5% agreement). NIV thresholds: IS>=3.80 for Y (kappa=0.690), IS>=2.00 for Y+P (ka",57%,57%,NEEDS_VERIFICATION,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,36,A8: LLM Judge × IS Tier Cross-Tabulation,no,notes/para[0],"LLM Judge cross-tabulated with IS tiers. Strong agreement at the extremes: 57% Y for Tier 5, 81% N for Tier 1. The interesting middle: Tiers 2-3 get majority P verdicts — the LLM sees partial meaning preservation that strict metrics miss. Pearson r=0.85. Threshold sweep: Y+P aligns best with IS>=2.00 (kappa=0.818, 91.5% agreement). NIV thresholds: IS>=3.80 for Y (kappa=0.690), IS>=2.00 for Y+P (ka",5,5,NEEDS_VERIFICATION,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,36,A8: LLM Judge × IS Tier Cross-Tabulation,no,notes/para[0],"LLM Judge cross-tabulated with IS tiers. Strong agreement at the extremes: 57% Y for Tier 5, 81% N for Tier 1. The interesting middle: Tiers 2-3 get majority P verdicts — the LLM sees partial meaning preservation that strict metrics miss. Pearson r=0.85. Threshold sweep: Y+P aligns best with IS>=2.00 (kappa=0.818, 91.5% agreement). NIV thresholds: IS>=3.80 for Y (kappa=0.690), IS>=2.00 for Y+P (ka",81%,81%,NEEDS_VERIFICATION,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,36,A8: LLM Judge × IS Tier Cross-Tabulation,no,notes/para[0],"LLM Judge cross-tabulated with IS tiers. Strong agreement at the extremes: 57% Y for Tier 5, 81% N for Tier 1. The interesting middle: Tiers 2-3 get majority P verdicts — the LLM sees partial meaning preservation that strict metrics miss. Pearson r=0.85. Threshold sweep: Y+P aligns best with IS>=2.00 (kappa=0.818, 91.5% agreement). NIV thresholds: IS>=3.80 for Y (kappa=0.690), IS>=2.00 for Y+P (ka",1,1,NEEDS_VERIFICATION,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,36,A8: LLM Judge × IS Tier Cross-Tabulation,no,notes/para[0],"LLM Judge cross-tabulated with IS tiers. Strong agreement at the extremes: 57% Y for Tier 5, 81% N for Tier 1. The interesting middle: Tiers 2-3 get majority P verdicts — the LLM sees partial meaning preservation that strict metrics miss. Pearson r=0.85. Threshold sweep: Y+P aligns best with IS>=2.00 (kappa=0.818, 91.5% agreement). NIV thresholds: IS>=3.80 for Y (kappa=0.690), IS>=2.00 for Y+P (ka",2,2,NEEDS_VERIFICATION,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,36,A8: LLM Judge × IS Tier Cross-Tabulation,no,notes/para[0],"LLM Judge cross-tabulated with IS tiers. Strong agreement at the extremes: 57% Y for Tier 5, 81% N for Tier 1. The interesting middle: Tiers 2-3 get majority P verdicts — the LLM sees partial meaning preservation that strict metrics miss. Pearson r=0.85. Threshold sweep: Y+P aligns best with IS>=2.00 (kappa=0.818, 91.5% agreement). NIV thresholds: IS>=3.80 for Y (kappa=0.690), IS>=2.00 for Y+P (ka",3,3,NEEDS_VERIFICATION,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,36,A8: LLM Judge × IS Tier Cross-Tabulation,no,notes/para[0],"LLM Judge cross-tabulated with IS tiers. Strong agreement at the extremes: 57% Y for Tier 5, 81% N for Tier 1. The interesting middle: Tiers 2-3 get majority P verdicts — the LLM sees partial meaning preservation that strict metrics miss. Pearson r=0.85. Threshold sweep: Y+P aligns best with IS>=2.00 (kappa=0.818, 91.5% agreement). NIV thresholds: IS>=3.80 for Y (kappa=0.690), IS>=2.00 for Y+P (ka",0.85,0.85,NEEDS_VERIFICATION,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,36,A8: LLM Judge × IS Tier Cross-Tabulation,no,notes/para[0],"LLM Judge cross-tabulated with IS tiers. Strong agreement at the extremes: 57% Y for Tier 5, 81% N for Tier 1. The interesting middle: Tiers 2-3 get majority P verdicts — the LLM sees partial meaning preservation that strict metrics miss. Pearson r=0.85. Threshold sweep: Y+P aligns best with IS>=2.00 (kappa=0.818, 91.5% agreement). NIV thresholds: IS>=3.80 for Y (kappa=0.690), IS>=2.00 for Y+P (ka",2.00,2.00,NEEDS_VERIFICATION,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,36,A8: LLM Judge × IS Tier Cross-Tabulation,no,notes/para[0],"LLM Judge cross-tabulated with IS tiers. Strong agreement at the extremes: 57% Y for Tier 5, 81% N for Tier 1. The interesting middle: Tiers 2-3 get majority P verdicts — the LLM sees partial meaning preservation that strict metrics miss. Pearson r=0.85. Threshold sweep: Y+P aligns best with IS>=2.00 (kappa=0.818, 91.5% agreement). NIV thresholds: IS>=3.80 for Y (kappa=0.690), IS>=2.00 for Y+P (ka",0.818,0.818,LIKELY_HOLD,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,36,A8: LLM Judge × IS Tier Cross-Tabulation,no,notes/para[0],"LLM Judge cross-tabulated with IS tiers. Strong agreement at the extremes: 57% Y for Tier 5, 81% N for Tier 1. The interesting middle: Tiers 2-3 get majority P verdicts — the LLM sees partial meaning preservation that strict metrics miss. Pearson r=0.85. Threshold sweep: Y+P aligns best with IS>=2.00 (kappa=0.818, 91.5% agreement). NIV thresholds: IS>=3.80 for Y (kappa=0.690), IS>=2.00 for Y+P (ka",91.5%,91.5%,NEEDS_VERIFICATION,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,36,A8: LLM Judge × IS Tier Cross-Tabulation,no,notes/para[0],"LLM Judge cross-tabulated with IS tiers. Strong agreement at the extremes: 57% Y for Tier 5, 81% N for Tier 1. The interesting middle: Tiers 2-3 get majority P verdicts — the LLM sees partial meaning preservation that strict metrics miss. Pearson r=0.85. Threshold sweep: Y+P aligns best with IS>=2.00 (kappa=0.818, 91.5% agreement). NIV thresholds: IS>=3.80 for Y (kappa=0.690), IS>=2.00 for Y+P (ka",3.80,3.80,NEEDS_VERIFICATION,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,36,A8: LLM Judge × IS Tier Cross-Tabulation,no,notes/para[0],"LLM Judge cross-tabulated with IS tiers. Strong agreement at the extremes: 57% Y for Tier 5, 81% N for Tier 1. The interesting middle: Tiers 2-3 get majority P verdicts — the LLM sees partial meaning preservation that strict metrics miss. Pearson r=0.85. Threshold sweep: Y+P aligns best with IS>=2.00 (kappa=0.818, 91.5% agreement). NIV thresholds: IS>=3.80 for Y (kappa=0.690), IS>=2.00 for Y+P (ka",0.690,0.690,LIKELY_HOLD,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,36,A8: LLM Judge × IS Tier Cross-Tabulation,no,notes/para[0],"LLM Judge cross-tabulated with IS tiers. Strong agreement at the extremes: 57% Y for Tier 5, 81% N for Tier 1. The interesting middle: Tiers 2-3 get majority P verdicts — the LLM sees partial meaning preservation that strict metrics miss. Pearson r=0.85. Threshold sweep: Y+P aligns best with IS>=2.00 (kappa=0.818, 91.5% agreement). NIV thresholds: IS>=3.80 for Y (kappa=0.690), IS>=2.00 for Y+P (ka",2.00,2.00,NEEDS_VERIFICATION,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,36,A8: LLM Judge × IS Tier Cross-Tabulation,no,notes/para[0],"LLM Judge cross-tabulated with IS tiers. Strong agreement at the extremes: 57% Y for Tier 5, 81% N for Tier 1. The interesting middle: Tiers 2-3 get majority P verdicts — the LLM sees partial meaning preservation that strict metrics miss. Pearson r=0.85. Threshold sweep: Y+P aligns best with IS>=2.00 (kappa=0.818, 91.5% agreement). NIV thresholds: IS>=3.80 for Y (kappa=0.690), IS>=2.00 for Y+P (ka",0.818,0.818,LIKELY_HOLD,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[4]/para[0],"What the model can produce on the 1,497-segment set.","1,497",1497,LIKELY_HOLD,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[5]/para[0],61.92%,61.92%,61.92%,UNCLASSIFIED,OK,matches MBR canonical key=niv_yp_pct_mbr
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[6]/para[0],"NIV-Y+P  (IS ≥ 2.00, deterministic)",2.00,2.00,NEEDS_VERIFICATION,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[7]/para[0],NIV-Y (clearly conveyed): 23.91%      Mean IS: 2.547  (top-1: 2.532),23.91%,23.91%,NEEDS_VERIFICATION,OK,matches MBR canonical key=niv_y_pct_mbr
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[7]/para[0],NIV-Y (clearly conveyed): 23.91%      Mean IS: 2.547  (top-1: 2.532),2.547,2.547,NEEDS_VERIFICATION,OK,matches MBR canonical key=is_mean_mbr
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[7]/para[0],NIV-Y (clearly conveyed): 23.91%      Mean IS: 2.547  (top-1: 2.532),1,1,NEEDS_VERIFICATION,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[7]/para[0],NIV-Y (clearly conveyed): 23.91%      Mean IS: 2.547  (top-1: 2.532),2.532,2.532,NEEDS_VERIFICATION,OK_TOP1_AS_BASELINE,explicit baseline marker in surrounding text (is_mean_top1)
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[8]/para[0],"LLM Judge v3 Y+P: 71.08%  (baseline 68.40%, ++2.68 pp, paired McNemar p = 0.00017)",71.08%,71.08%,METADATA,OK,matches MBR canonical key=judge_v3_yp_pct_mbr
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[8]/para[0],"LLM Judge v3 Y+P: 71.08%  (baseline 68.40%, ++2.68 pp, paired McNemar p = 0.00017)",68.40%,68.40%,METADATA,OK_TOP1_AS_BASELINE,explicit baseline marker in surrounding text (judge_v3_yp_pct_baseline)
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[8]/para[0],"LLM Judge v3 Y+P: 71.08%  (baseline 68.40%, ++2.68 pp, paired McNemar p = 0.00017)",2.68,2.68,METADATA,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[8]/para[0],"LLM Judge v3 Y+P: 71.08%  (baseline 68.40%, ++2.68 pp, paired McNemar p = 0.00017)",0.00017,0.00017,METADATA,OK,matches MBR canonical key=mcnemar_yp_p_mbr
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[11]/para[0],What the user can confidently rely on (≥30% green operating point).,30%,30%,LIKELY_HOLD,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[12]/para[0],65.2%,65.2%,65.2%,UNCLASSIFIED,OK,matches MBR canonical key=trustgate_t30_recall
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[13]/para[0],Recall of useful content  (FPR 5.6%),5.6%,5.6%,UNCLASSIFIED,OK,matches MBR canonical key=trustgate_t30_fpr
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[14]/para[0],630 trusted segments  /  602 TPs  /  28 FPs    (of 1427 non-empty),630,630,UNCLASSIFIED,OK,matches MBR canonical key=trustgate_t30_n_trusted
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[14]/para[0],630 trusted segments  /  602 TPs  /  28 FPs    (of 1427 non-empty),602,602,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[14]/para[0],630 trusted segments  /  602 TPs  /  28 FPs    (of 1427 non-empty),28,28,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[14]/para[0],630 trusted segments  /  602 TPs  /  28 FPs    (of 1427 non-empty),1427,1427,UNCLASSIFIED,OK,matches MBR canonical key=perword_new_total_words_segs
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[15]/para[0],Joint conf+beam-agreement bands  •  operating point set May 2 2026,2,2,METADATA,METADATA,slide-meta / date / page
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[15]/para[0],Joint conf+beam-agreement bands  •  operating point set May 2 2026,2026,2026,METADATA,METADATA,slide-meta / date / page
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[16]/para[0],Tier 5 — Excellent (IS ≥ 4.0),5,5,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[16]/para[0],Tier 5 — Excellent (IS ≥ 4.0),4.0,4.0,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[18]/para[0],291  (19.4%),291,291,UNCLASSIFIED,OK,matches MBR canonical key=tier_5_count_mbr
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[18]/para[0],291  (19.4%),19.4%,19.4%,UNCLASSIFIED,OK,matches MBR canonical key=tier_5_pct_mbr
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[19]/para[0],Tier 4 — Good (3.0–3.99),4,4,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[19]/para[0],Tier 4 — Good (3.0–3.99),3.0,3.0,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[19]/para[0],Tier 4 — Good (3.0–3.99),3.99,3.99,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[21]/para[0],324  (21.6%),324,324,UNCLASSIFIED,OK,matches MBR canonical key=tier_4_count_mbr
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[21]/para[0],324  (21.6%),21.6%,21.6%,UNCLASSIFIED,OK,matches MBR canonical key=tier_4_pct_mbr
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[22]/para[0],Tier 3 — Fair (2.0–2.99),3,3,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[22]/para[0],Tier 3 — Fair (2.0–2.99),2.0,2.0,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[22]/para[0],Tier 3 — Fair (2.0–2.99),2.99,2.99,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[24]/para[0],312  (20.8%),312,312,UNCLASSIFIED,OK,matches MBR canonical key=tier_3_count_mbr
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[24]/para[0],312  (20.8%),20.8%,20.8%,UNCLASSIFIED,OK,matches MBR canonical key=tier_3_pct_mbr
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[25]/para[0],Tier 2 — Poor (1.0–1.99),2,2,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[25]/para[0],Tier 2 — Poor (1.0–1.99),1.0,1.0,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[25]/para[0],Tier 2 — Poor (1.0–1.99),1.99,1.99,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[27]/para[0],329  (22.0%),329,329,UNCLASSIFIED,OK,matches MBR canonical key=tier_2_count_mbr
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[27]/para[0],329  (22.0%),22.0%,22.0%,UNCLASSIFIED,OK,matches MBR canonical key=tier_2_pct_mbr
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[28]/para[0],Tier 1 — Failed (< 1.0),1,1,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[28]/para[0],Tier 1 — Failed (< 1.0),1.0,1.0,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[30]/para[0],241  (16.1%),241,241,UNCLASSIFIED,OK,matches MBR canonical key=tier_1_count_mbr
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[30]/para[0],241  (16.1%),16.1%,16.1%,UNCLASSIFIED,OK,matches MBR canonical key=tier_1_pct_mbr
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,shape[32]/para[0],36,36,36,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,notes/para[0],"Restaged May 6 2026: Oracle (MBR best-case) on the left — what the model can produce — vs Realistic (Trust-gate output) on the right — what the user can confidently rely on. Oracle: NIV-Y+P 61.92% (IS≥2.00 deterministic), NIV-Y 23.91% (IS≥3.80), LLM Judge v3 Y+P 71.08% vs baseline 68.40% (paired McNemar p=0.00017). Realistic: at the ≥30% green Trust-gate, 65.2% recall / 5.6% FPR (630 trusted = 602",6,6,METADATA,METADATA,slide-meta / date / page
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,notes/para[0],"Restaged May 6 2026: Oracle (MBR best-case) on the left — what the model can produce — vs Realistic (Trust-gate output) on the right — what the user can confidently rely on. Oracle: NIV-Y+P 61.92% (IS≥2.00 deterministic), NIV-Y 23.91% (IS≥3.80), LLM Judge v3 Y+P 71.08% vs baseline 68.40% (paired McNemar p=0.00017). Realistic: at the ≥30% green Trust-gate, 65.2% recall / 5.6% FPR (630 trusted = 602",2026,2026,METADATA,METADATA,slide-meta / date / page
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,notes/para[0],"Restaged May 6 2026: Oracle (MBR best-case) on the left — what the model can produce — vs Realistic (Trust-gate output) on the right — what the user can confidently rely on. Oracle: NIV-Y+P 61.92% (IS≥2.00 deterministic), NIV-Y 23.91% (IS≥3.80), LLM Judge v3 Y+P 71.08% vs baseline 68.40% (paired McNemar p=0.00017). Realistic: at the ≥30% green Trust-gate, 65.2% recall / 5.6% FPR (630 trusted = 602",61.92%,61.92%,METADATA,OK,matches MBR canonical key=niv_yp_pct_mbr
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,notes/para[0],"Restaged May 6 2026: Oracle (MBR best-case) on the left — what the model can produce — vs Realistic (Trust-gate output) on the right — what the user can confidently rely on. Oracle: NIV-Y+P 61.92% (IS≥2.00 deterministic), NIV-Y 23.91% (IS≥3.80), LLM Judge v3 Y+P 71.08% vs baseline 68.40% (paired McNemar p=0.00017). Realistic: at the ≥30% green Trust-gate, 65.2% recall / 5.6% FPR (630 trusted = 602",2.00,2.00,METADATA,METADATA,slide-meta / date / page
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,notes/para[0],"Restaged May 6 2026: Oracle (MBR best-case) on the left — what the model can produce — vs Realistic (Trust-gate output) on the right — what the user can confidently rely on. Oracle: NIV-Y+P 61.92% (IS≥2.00 deterministic), NIV-Y 23.91% (IS≥3.80), LLM Judge v3 Y+P 71.08% vs baseline 68.40% (paired McNemar p=0.00017). Realistic: at the ≥30% green Trust-gate, 65.2% recall / 5.6% FPR (630 trusted = 602",23.91%,23.91%,METADATA,OK,matches MBR canonical key=niv_y_pct_mbr
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,notes/para[0],"Restaged May 6 2026: Oracle (MBR best-case) on the left — what the model can produce — vs Realistic (Trust-gate output) on the right — what the user can confidently rely on. Oracle: NIV-Y+P 61.92% (IS≥2.00 deterministic), NIV-Y 23.91% (IS≥3.80), LLM Judge v3 Y+P 71.08% vs baseline 68.40% (paired McNemar p=0.00017). Realistic: at the ≥30% green Trust-gate, 65.2% recall / 5.6% FPR (630 trusted = 602",3.80,3.80,METADATA,METADATA,slide-meta / date / page
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,notes/para[0],"Restaged May 6 2026: Oracle (MBR best-case) on the left — what the model can produce — vs Realistic (Trust-gate output) on the right — what the user can confidently rely on. Oracle: NIV-Y+P 61.92% (IS≥2.00 deterministic), NIV-Y 23.91% (IS≥3.80), LLM Judge v3 Y+P 71.08% vs baseline 68.40% (paired McNemar p=0.00017). Realistic: at the ≥30% green Trust-gate, 65.2% recall / 5.6% FPR (630 trusted = 602",71.08%,71.08%,METADATA,OK,matches MBR canonical key=judge_v3_yp_pct_mbr
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,notes/para[0],"Restaged May 6 2026: Oracle (MBR best-case) on the left — what the model can produce — vs Realistic (Trust-gate output) on the right — what the user can confidently rely on. Oracle: NIV-Y+P 61.92% (IS≥2.00 deterministic), NIV-Y 23.91% (IS≥3.80), LLM Judge v3 Y+P 71.08% vs baseline 68.40% (paired McNemar p=0.00017). Realistic: at the ≥30% green Trust-gate, 65.2% recall / 5.6% FPR (630 trusted = 602",68.40%,68.40%,METADATA,OK_TOP1_AS_BASELINE,explicit baseline marker in surrounding text (judge_v3_yp_pct_baseline)
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,notes/para[0],"Restaged May 6 2026: Oracle (MBR best-case) on the left — what the model can produce — vs Realistic (Trust-gate output) on the right — what the user can confidently rely on. Oracle: NIV-Y+P 61.92% (IS≥2.00 deterministic), NIV-Y 23.91% (IS≥3.80), LLM Judge v3 Y+P 71.08% vs baseline 68.40% (paired McNemar p=0.00017). Realistic: at the ≥30% green Trust-gate, 65.2% recall / 5.6% FPR (630 trusted = 602",0.00017,0.00017,METADATA,OK,matches MBR canonical key=mcnemar_yp_p_mbr
AFTER_AMOSI_May2026,37,Where the System Works: Oracle vs Realistic,no,notes/para[0],"Restaged May 6 2026: Oracle (MBR best-case) on the left — what the model can produce — vs Realistic (Trust-gate output) on the right — what the user can confidently rely on. Oracle: NIV-Y+P 61.92% (IS≥2.00 deterministic), NIV-Y 23.91% (IS≥3.80), LLM Judge v3 Y+P 71.08% vs baseline 68.40% (paired McNemar p=0.00017). Realistic: at the ≥30% green Trust-gate, 65.2% recall / 5.6% FPR (630 trusted = 602",30%,30%,METADATA,METADATA,slide-meta / date / page
